dbr:Bye_Bye_Love__u0028_film_u0029_	wd:Q1018481
dbr:Second_Skin__u0028_Star_Trek_u003A__Deep_Space_Nine_u0029_	wd:Q7443548
dbr:Rude_Awakening__u0028_film_u0029_	wd:Q926839
dbr:First_Anniversary__u0028_The_Outer_Limits_u0029_	wd:Q5452302
dbr:Just_Another_Illusion	wd:Q6315775
dbr:Aguirre_u002C__the_Wrath_of_God	wd:Q325662
dbr:Gustav_Kaupert	wd:Q1556072
dbr:Charles_Lederer	wd:Q971219
dbr:Rodney_Glassman	wd:Q7356922
dbr:Two_Fathers	wd:Q7858948
dbr:_u00D6_stra_G_u00F6_inge_Municipality	wd:Q307370
dbr:Howard_Jackson__u0028_composer_u0029_	wd:Q3141567
dbr:Apache_Wars	wd:Q617827
dbr:Dimples__u0028_1936_film_u0029_	wd:Q2200109
dbr:Folgore_Division	wd:Q3712040
dbr:Walker__u0028_film_u0029_	wd:Q1786299
dbr:Volkswagen_Polo_Mk4	wd:Q1468621
dbr:John_Debney	wd:Q48975
dbr:Silver_Age__u0028_album_u0029_	wd:Q190976
dbr:Khalilullah_Khalili	wd:Q741031
dbr:Gold_and_Glitter	wd:Q3772909
dbr:Grid_Seeker_u003A__Project_Storm_Hammer	wd:Q5608602
dbr:Larry_Crowne	wd:Q382864
dbr:Lolita__u0028_1962_film_u0029_	wd:Q536560
dbr:Le_sorprese_dell_u0027_amore	wd:Q3829089
dbr:Hugh_Huxley	wd:Q1387590
dbr:Terence_Young__u0028_director_u0029_	wd:Q314882
dbr:Eternally__u0028_Utada_Hikaru_song_u0029_	wd:Q367904
dbr:Lobster_for_Breakfast	wd:Q3547437
dbr:Ilinka_Mitreva	wd:Q466210
dbr:Captain_Underpants_and_the_Perilous_Plot_of_Professor_Poopypants	wd:Q5036841
dbr:Four_Wives	wd:Q5475629
dbr:Serial_Mom	wd:Q610670
dbr:Bluegrass_Hootenanny	wd:Q2907283
dbr:Charles_Horan	wd:Q5079127
dbr:John_A_u002E__McMahon	wd:Q6217825
dbr:Juliet_of_the_Spirits	wd:Q18411
dbr:About_Chekhov	wd:Q4668575
dbr:Alberto_Iglesias	wd:Q335515
dbr:Jared_Crick	wd:Q3807317
dbr:M__u0028_James_Bond_u0029_	wd:Q246154
dbr:Cornbread__u0028_album_u0029_	wd:Q5171086
dbr:Monika_Stolz	wd:Q90674
dbr:The_Story_of_Science_in_America	wd:Q7766795
dbr:Incomplete__u0028_Sisq_u00F3__song_u0029_	wd:Q6015155
dbr:Glory_Days__u0028_TV_series_u0029_	wd:Q113254
dbr:Martin_Gutzwiller	wd:Q124301
dbr:Ashious_Melu	wd:Q4805117
dbr:Fatty_u0027_s_Plucky_Pup	wd:Q5437985
dbr:Expressionism	wd:Q80113
dbr:Georgian_architecture	wd:Q1125300
dbr:Andrei_Snezhnevsky	wd:Q4425529
dbr:Kasinathuni_Viswanath	wd:Q6343602
dbr:Dave_Andreychuk	wd:Q1173093
dbr:The_Outer_Limits__u0028_1995_TV_series_u0029_	wd:Q1621450
dbr:Cartman_Finds_Love	wd:Q2339215
dbr:Joel_Lamangan	wd:Q6213668
dbr:Andrei_Ankudinov	wd:Q4066486
dbr:Sathyaraj	wd:Q3522947
dbr:Francis_I_u002C__Holy_Roman_Emperor	wd:Q151075
dbr:Mr_u002E__Moto_u0027_s_Last_Warning	wd:Q6928994
dbr:DVD	wd:Q5294
dbr:Apocalypse_Memories	wd:Q4780081
dbr:13__u0028_HLAH_album_u0029_	wd:Q4549330
dbr:Sherlock_Holmes_and_the_Secret_Weapon	wd:Q255314
dbr:ECM_Records	wd:Q311439
dbr:Safe_in_Hell	wd:Q1766137
dbr:Spark__u0028_Tori_Amos_song_u0029_	wd:Q3965959
dbr:Mpungu_Constituency	wd:Q3711666
dbr:Neath	wd:Q2003342
dbr:John_Bailey__u0028_cinematographer_u0029_	wd:Q367813
dbr:Motivation__u0028_Sum_41_song_u0029_	wd:Q1134755
dbr:Maybe__u0028_Toni_Braxton_song_u0029_	wd:Q746987
dbr:Baat_Ban_Jaye	wd:Q4837187
dbr:The_Police	wd:Q178095
dbr:Charlie_Hunnam	wd:Q356294
dbr:Thiruda_Thiruda	wd:Q3537622
dbr:The_Lord__u0028_book_u0029_	wd:Q7748420
dbr:Warmond	wd:Q1615421
dbr:Boris_Karloff	wd:Q203219
dbr:Nonprofit_organization	wd:Q163740
dbr:Talal_Malik	wd:Q7678843
dbr:Hikari_Sentai_Maskman	wd:Q1148833
dbr:Number_One_Spot	wd:Q4045550
dbr:Down_to_Earth__u0028_Peter_Gabriel_song_u0029_	wd:Q2985831
dbr:Coventry	wd:Q6225
dbr:Darrun_Hilliard	wd:Q19281949
dbr:Kidnapping_u002C__Caucasian_Style	wd:Q1953944
dbr:Dubai_National_School_u002C__Al_Twar	wd:Q5310591
dbr:DMX__u0028_rapper_u0029_	wd:Q223769
dbr:Assault_on_Precinct_13__u0028_2005_film_u0029_	wd:Q1167735
dbr:Jockey	wd:Q846750
dbr:Paarthale_Paravasam	wd:Q3424346
dbr:Amanda_Peet	wd:Q131332
dbr:Count_the_Days	wd:Q5176814
dbr:Bill_O_u0027_Reilly__u0028_political_commentator_u0029_	wd:Q310953
dbr:R_u002E__D_u002E__Burman	wd:Q3351160
dbr:ETH_Zurich	wd:Q11942
dbr:Room_Full_of_Mirrors	wd:Q7366254
dbr:Factory_Girl__u0028_TV_series_u0029_	wd:Q486915
dbr:Dear_Father__u0028_film_u0029_	wd:Q729980
dbr:Clockers__u0028_film_u0029_	wd:Q2268296
dbr:Perfect_Mismatch	wd:Q7168015
dbr:Donald_Crisp	wd:Q367073
dbr:Undercurrent__u0028_1946_film_u0029_	wd:Q1199711
dbr:The_Thirty_Nine_Steps__u0028_1978_film_u0029_	wd:Q1210739
dbr:Everybody_in_Jail	wd:Q4000802
dbr:Savana_violenta	wd:Q3950966
dbr:Richard_Pryor_u003A__Omit_the_Logic	wd:Q16976993
dbr:Rough_Cut__u0028_1980_film_u0029_	wd:Q7370809
dbr:The_Return_of_Draw_Egan	wd:Q3988992
dbr:Yuri_Babenko	wd:Q220151
dbr:Don_Nelson	wd:Q375600
dbr:The_Dancer_Upstairs__u0028_film_u0029_	wd:Q1113039
dbr:Na_Na_Nana_Na_Na	wd:Q6956426
dbr:Last_Man_to_Kill	wd:Q4003926
dbr:Tony_Fiore__u0028_ice_hockey_u0029_	wd:Q21170120
dbr:Aliens_of_the_Deep	wd:Q2407956
dbr:Yulia_Raskina	wd:Q861320
dbr:Colour_of_Your_Dreams	wd:Q5149210
dbr:Lifestyles_of_the_Rich__u0026__Shameless	wd:Q6545519
dbr:Aanandham	wd:Q4661538
dbr:We_u0027_re_No_Angels__u0028_1989_film_u0029_	wd:Q617833
dbr:Pok_u00E9_mon_4Ever	wd:Q82579
dbr:Live_Flesh__u0028_film_u0029_	wd:Q1424099
dbr:Raavanaprabhu	wd:Q7278443
dbr:The_Ugly_American__u0028_film_u0029_	wd:Q1193113
dbr:Karamdaata	wd:Q6368318
dbr:Micheline_Presle	wd:Q446235
dbr:Jetstream__u0028_song_u0029_	wd:Q6189185
dbr:Paul_Moukila	wd:Q1397945
dbr:Friedrich_Vieweg	wd:Q1462641
dbr:Scum__u0028_Napalm_Death_album_u0029_	wd:Q1070440
dbr:Siouxsie_and_the_Banshees	wd:Q323834
dbr:Larry_Peerce	wd:Q2309487
dbr:My_Boo__u0028_album_u0029_	wd:Q5422541
dbr:Here_Come_the_Co_u002D_Eds	wd:Q3763678
dbr:Surfing__u0028_song_u0029_	wd:Q7646117
dbr:The_Welsh_Connection	wd:Q7774230
dbr:Suit__u0026__Tie	wd:Q3072616
dbr:Dreaming_Apes	wd:Q5306602
dbr:Reunion__u0028_video_game_u0029_	wd:Q831514
dbr:Mary__u0028_1985_TV_series_u0029_	wd:Q6778748
dbr:Medicine_Man__u0028_film_u0029_	wd:Q1632217
dbr:Paul_von_Hindenburg	wd:Q2667
dbr:Arayannangalude_Veedu	wd:Q4784553
dbr:Dawn__u0028_2014_film_u0029_	wd:Q20078746
dbr:Wilhelm_Pieck	wd:Q65917
dbr:Stanner_E_u002E_V_u002E__Taylor	wd:Q3496882
dbr:Never_Die_Alone	wd:Q1628562
dbr:Holding_Onto_Strings_Better_Left_to_Fray	wd:Q1931573
dbr:Hanalaa	wd:Q5646861
dbr:Real_Madrid_Baloncesto	wd:Q54922
dbr:Lester	wd:Q16461990
dbr:The_Pope_Must_Die	wd:Q460415
dbr:Saint_Petersburg	wd:Q656
dbr:Hickey__u0026__Boggs	wd:Q221827
dbr:Fifty_Shades_of_Grey__u0028_film_u0029_	wd:Q14566553
dbr:Courage__u0028_Fish_Leong_album_u0029_	wd:Q5178069
dbr:Black_Hand__u0028_1950_film_u0029_	wd:Q3820968
dbr:Conservatism	wd:Q7169
dbr:Princess_Giorgio	wd:Q21646881
dbr:Expired	wd:Q5421242
dbr:Obsession__u0028_Ti_u00EB_sto_song_u0029_	wd:Q6092535
dbr:Prem_Chopra	wd:Q3401588
dbr:Magnus_Hellberg	wd:Q4352709
dbr:Avanthan_Manithan	wd:Q18109943
dbr:A_Woman_Rebels	wd:Q2421588
dbr:Ernst_Bickel	wd:Q107191
dbr:Barry_Fitzgerald	wd:Q290666
dbr:Comcept	wd:Q15070304
dbr:Uncivil_War_Birds	wd:Q7882670
dbr:Polish_u2013_Soviet_War	wd:Q186284
dbr:Culture_Club	wd:Q50037
dbr:Girls_Town__u0028_1996_film_u0029_	wd:Q5564667
dbr:Gridiron_Gang	wd:Q1536600
dbr:Illegal__u0028_1955_film_u0029_	wd:Q5998863
dbr:Five_Came_Back	wd:Q3073109
dbr:Martin_Bangemann	wd:Q61250
dbr:M_u002E__Night_Shyamalan	wd:Q51489
dbr:Jack_Burditt	wd:Q6111464
dbr:Super_Robot_Taisen_u003A__Original_Generation	wd:Q839015
dbr:Dean_Cundey	wd:Q497036
dbr:The_Bat__u0028_1926_film_u0029_	wd:Q2485195
dbr:Hollywood_Divorce	wd:Q5882689
dbr:Hammett__u0028_film_u0029_	wd:Q1573923
dbr:Hearts_and_Minds__u0028_The_Outer_Limits_u0029_	wd:Q16743994
dbr:Arturo_S_u002E__Mom	wd:Q4801789
dbr:Tateyama_u002C__Chiba	wd:Q646755
dbr:Money_from_Home	wd:Q1199685
dbr:Greenberg__u0028_film_u0029_	wd:Q629974
dbr:Otto_Arpke	wd:Q2038125
dbr:Michael_Greenwood	wd:Q6830784
dbr:Conan_the_Avenger	wd:Q5158143
dbr:Not_Only_Mrs_u002E__Raut	wd:Q7062160
dbr:Frank_Reicher	wd:Q1307857
dbr:Neil_Young_u003A__Heart_of_Gold	wd:Q6989514
dbr:Tom_and_Jerry	wd:Q131144
dbr:John_Ford	wd:Q51114
dbr:You_Better_Ask_Somebody	wd:Q8056957
dbr:Transformers_u003A__Age_of_Extinction	wd:Q6151665
dbr:Everybody_Says_Don_u0027_t__u0028_season_five_episode_u0029_	wd:Q855861
dbr:Whiplash__u0028_1948_film_u0029_	wd:Q7993706
dbr:Haters__u0028_Tony_Yayo_song_u0029_	wd:Q3783640
dbr:G_u002E__Harrold_Carswell	wd:Q5512264
dbr:The_Longest_Yard__u0028_2005_film_u0029_	wd:Q1131669
dbr:The_Jungle_Book__u0028_video_game_u0029_	wd:Q1974580
dbr:New_Haven_u002C__Connecticut	wd:Q49145
dbr:Venice_u002C__the_Moon_and_You	wd:Q3555524
dbr:Advice_for_the_Young_at_Heart	wd:Q4686792
dbr:Ken_Annakin	wd:Q470818
dbr:Flora_MacDonald__u0028_politician_u0029_	wd:Q1429267
dbr:Dev__u0028_film_u0029_	wd:Q11056517
dbr:Djimon_Hounsou	wd:Q298682
dbr:Howard_Bretherton	wd:Q3141528
dbr:Bj_u00F6_rn_Ulvaeus	wd:Q179682
dbr:Geir_H_u00F8_gsnes	wd:Q963642
dbr:Ain_u0027_t_That_Lonely_Yet	wd:Q4697305
dbr:Ek_Hi_Raasta__u0028_1993_film_u0029_	wd:Q5350196
dbr:Peter_Fonda	wd:Q210148
dbr:Enver_Hoxhaj	wd:Q1568727
dbr:Hold_My_Body_Tight	wd:Q3786252
dbr:Chuck_Jones	wd:Q312657
dbr:The_Little_People_of_Killany_Woods	wd:Q7747690
dbr:Mathew_Hughes	wd:Q6787020
dbr:Pinocchio_and_the_Emperor_of_the_Night	wd:Q3023039
dbr:Moments_of_Transition	wd:Q6897220
dbr:Rites_of_Spring__u0028_film_u0029_	wd:Q17078587
dbr:Chipwi_Township	wd:Q5101750
dbr:Trust_the_Man	wd:Q735132
dbr:Clyde_Williams_Field	wd:Q5137053
dbr:Save_a_Prayer	wd:Q2413614
dbr:Milton_Keynes_Dons_F_u002E_C_u002E_	wd:Q248188
dbr:Michael_Gambon	wd:Q203545
dbr:Send_Out_the_Clowns	wd:Q7450140
dbr:Buried__u0028_Breaking_Bad_u0029_	wd:Q14705950
dbr:Line_of_Fire__u0028_2003_TV_series_u0029_	wd:Q3241489
dbr:The_Sea_Wolves	wd:Q672968
dbr:God_Loves_Fiasco	wd:Q5575924
dbr:Stoned_Soul_Picnic__u0028_album_u0029_	wd:Q7619153
dbr:Gandhinagar_2nd_Street	wd:Q5520737
dbr:L_u0027_amore_difficile	wd:Q3818471
dbr:My_Heart_Will_Never_Know	wd:Q6945651
dbr:Thrillington	wd:Q1191207
dbr:The_Spoilers__u0028_1942_film_u0029_	wd:Q2662951
dbr:Tales_of_Manhattan	wd:Q749755
dbr:Vikram_Pandit	wd:Q1397622
dbr:Ayalathe_Adheham	wd:Q4830878
dbr:Dallas_Mavericks	wd:Q132893
dbr:Andrey_Korotayev	wd:Q189172
dbr:Binghamton_u002C__New_York	wd:Q213814
dbr:Blighty__u0028_film_u0029_	wd:Q4926465
dbr:John_C_u002E__Reilly	wd:Q223110
dbr:The_Show_of_Shows	wd:Q2382728
dbr:Knockin_u0027__on_Heaven_u0027_s_Door	wd:Q743986
dbr:8_u00BD__Women	wd:Q747685
dbr:Le_Divorce	wd:Q1306265
dbr:The_Lion_and_the_Lamb	wd:Q12125743
dbr:Gravity__u0028_Pixie_Lott_song_u0029_	wd:Q2619420
dbr:The_Coming_of_Amos	wd:Q3986366
dbr:Norfolk_u002C__Virginia	wd:Q49231
dbr:Vasool_Raja_MBBS	wd:Q7916881
dbr:Foster_Daddy_u002C__Tora_u0021_	wd:Q11578089
dbr:SST_Records	wd:Q639182
dbr:Raajjiyam	wd:Q4122012
dbr:David_Dill	wd:Q5232978
dbr:Getcha_Back	wd:Q5554428
dbr:ATLiens	wd:Q299003
dbr:Xxplosive	wd:Q8045326
dbr:Final_Encounter__u0028_album_u0029_	wd:Q5449380
dbr:What_Are_You_Looking_For	wd:Q7990983
dbr:Dayavan	wd:Q5243078
dbr:South_Vietnam	wd:Q180573
dbr:The_Man_from_the_Alamo	wd:Q1026724
dbr:Jan_Paulsen	wd:Q3291251
dbr:Nair_Saab	wd:Q13112871
dbr:Tenderloin__u0028_film_u0029_	wd:Q7699624
dbr:Companions_in_Nightmare	wd:Q5155487
dbr:Forever_Mine	wd:Q1437245
dbr:The_Battle_of_San_Pietro	wd:Q1216011
dbr:Moontide	wd:Q3212069
dbr:The_Greatest_Show_on_Earth__u0028_TV_series_u0029_	wd:Q3225700
dbr:Yaadgaar	wd:Q8046273
dbr:World_War_I	wd:Q361
dbr:Elfrid_Payton__u0028_basketball_u0029_	wd:Q16847519
dbr:The_Corn_Is_Green__u0028_1979_film_u0029_	wd:Q3283089
dbr:Ace_Combat_Zero_u003A__The_Belkan_War	wd:Q2629197
dbr:Big_Hits__u0028_High_Tide_and_Green_Grass_u0029_	wd:Q794722
dbr:Min_Kao	wd:Q6862563
dbr:Ahn_Byeong_u002D_ki	wd:Q323668
dbr:Easy__u0028_Rascal_Flatts_song_u0029_	wd:Q5331089
dbr:Shattered_Glass__u0028_film_u0029_	wd:Q466436
dbr:Serbia	wd:Q403
dbr:Love_Drunk__u0028_song_u0029_	wd:Q6690540
dbr:Modern_Men	wd:Q1942006
dbr:Do_Somethin_u0027_	wd:Q734086
dbr:Matter_of_Life_and_Death__u0028_Space_u003A__1999_u0029_	wd:Q15702857
dbr:The_Mysteries_of_Alfred_Hedgehog	wd:Q2216551
dbr:Tom_Petty	wd:Q311655
dbr:Kuch_Kuch_Hota_Hai	wd:Q623336
dbr:Emotions__u0028_Mariah_Carey_song_u0029_	wd:Q989466
dbr:Jan_Mortel	wd:Q3921350
dbr:Counties_of_Iran	wd:Q137535
dbr:Wild_Child__u0028_film_u0029_	wd:Q590352
dbr:The_Cat_from_Outer_Space	wd:Q1213779
dbr:Diego_G_u00F3_mez__u0028_footballer_u002C__born_1984_u0029_	wd:Q3027444
dbr:Sarasayya	wd:Q7423202
dbr:Undeniable__u0028_Chipmunks_album_u0029_	wd:Q7883032
dbr:Leonid_Leonidov	wd:Q1376996
dbr:Port_u002D_au_u002D_Prince	wd:Q34261
dbr:Ravil_Gusmanov	wd:Q1390014
dbr:If_I_Needed_Someone	wd:Q2269445
dbr:World_u0027_s_Best_Science_Fiction_u003A__1971	wd:Q8035198
dbr:Angels__u0026__Stars	wd:Q4763029
dbr:Albert_R_u002E_N_u002E_	wd:Q4711055
dbr:Turkey	wd:Q43
dbr:Scream_3	wd:Q391784
dbr:The_Scarlet_Letter__u0028_1973_film_u0029_	wd:Q2364668
dbr:Piranha_3DD	wd:Q328208
dbr:Peter_Weir	wd:Q55424
dbr:Robert_Arthur__u0028_film_producer_u0029_	wd:Q7341609
dbr:This_Is_the_New_Shit	wd:Q2298911
dbr:Max_Martin	wd:Q318223
dbr:Bananarama	wd:Q725926
dbr:Mithunam__u0028_1993_film_u0029_	wd:Q6881733
dbr:Sugar_u002C__Honey_and_Pepper	wd:Q4024900
dbr:Two_Missionaries	wd:Q232083
dbr:Carmen_Electra	wd:Q185122
dbr:Post_Grad	wd:Q158574
dbr:Windows_XP	wd:Q11248
dbr:Ron_Donachie	wd:Q2165440
dbr:Colin_Farrell	wd:Q172035
dbr:Chuck_Terry	wd:Q3676050
dbr:Eric_Skrmetta	wd:Q5387529
dbr:The_Ship_of_Condemned_Women	wd:Q3823330
dbr:The_Paleface__u0028_1948_film_u0029_	wd:Q2266850
dbr:The_Munsters_u0027__Revenge	wd:Q846752
dbr:Thithikudhe	wd:Q7786558
dbr:The_Criminal_Hypnotist	wd:Q3520451
dbr:Penny_Dreadful__u0028_TV_series_u0029_	wd:Q13512243
dbr:Don_Meineke	wd:Q970267
dbr:The_Abandoned__u0028_Star_Trek_u003A__Deep_Space_Nine_u0029_	wd:Q7712075
dbr:Chilaka_Gorinka	wd:Q5097571
dbr:Minnesota_Timberwolves	wd:Q170558
dbr:The_Roaring_Twenties	wd:Q1219927
dbr:Racib_u00F3_rz	wd:Q25302
dbr:Bonnie_Pink	wd:Q271100
dbr:Compact_disc	wd:Q34467
dbr:Night_People__u0028_film_u0029_	wd:Q3232960
dbr:Steel_Panthers	wd:Q1999444
dbr:Trimurtulu	wd:Q7842271
dbr:Kings_and_Queens__u0028_Thirty_Seconds_to_Mars_song_u0029_	wd:Q2015128
dbr:The_Crusades__u0028_film_u0029_	wd:Q340187
dbr:Pooja_Batra	wd:Q3595550
dbr:One_Week__u0028_1920_film_u0029_	wd:Q966597
dbr:Darker_Than_Silence	wd:Q5223607
dbr:Above_and_Beyond__u0028_film_u0029_	wd:Q2289807
dbr:Jules_White	wd:Q1526143
dbr:The_Marine	wd:Q1130317
dbr:Mikhail_Anisin	wd:Q1400443
dbr:Jaime_Pressly	wd:Q231197
dbr:Love_Is_Strange__u0028_film_u0029_	wd:Q15656073
dbr:M_u00FD_a	wd:Q233736
dbr:Michael_Pertwee	wd:Q601971
dbr:Property_Is_No_Longer_a_Theft	wd:Q671800
dbr:Stepped_on_My_J_u0027_z	wd:Q2311400
dbr:Soul_Nomad__u0026__the_World_Eaters	wd:Q868948
dbr:Luigi_Kuveiller	wd:Q1876183
dbr:Older_than_America	wd:Q7085561
dbr:Betrayed__u0028_1917_film_u0029_	wd:Q2900129
dbr:The_Atkins__u2013__Travis_Traveling_Show	wd:Q7714796
dbr:What_You_Leave_Behind	wd:Q7991486
dbr:Hangover_Square__u0028_film_u0029_	wd:Q3126769
dbr:Wherever_Would_I_Be	wd:Q7993503
dbr:Jeene_Do	wd:Q6172887
dbr:Ruthless_by_Law	wd:Q7383411
dbr:Robert_Hicks__u0028_Canadian_politician_u0029_	wd:Q7345498
dbr:Howard_University	wd:Q1068752
dbr:Meg_Ryan	wd:Q167498
dbr:Barabbas__u0028_1961_film_u0029_	wd:Q1248538
dbr:The_Yards	wd:Q137800
dbr:Big_Miracle	wd:Q609236
dbr:Adventure	wd:Q1436734
dbr:Shjon_Podein	wd:Q592414
dbr:Stockard_Channing	wd:Q1117390
dbr:Swindle__u0028_2002_film_u0029_	wd:Q1790526
dbr:Edguy	wd:Q158932
dbr:Jack_Carson	wd:Q1393256
dbr:Scratch_One	wd:Q7438824
dbr:The_Bullfighters	wd:Q1992483
dbr:S_u002E_R_u002E__819	wd:Q7387273
dbr:The_Lords_of_Flatbush	wd:Q1553779
dbr:Damnation_Alley__u0028_film_u0029_	wd:Q1289046
dbr:The_Seldom_Seen_Kid	wd:Q1577168
dbr:The_Last_Outpost__u0028_1951_film_u0029_	wd:Q7745927
dbr:The_Rockford_Files	wd:Q283660
dbr:Anthony_Havelock_u002D_Allan	wd:Q573327
dbr:Jews	wd:Q7325
dbr:The_Last_Castle	wd:Q1218847
dbr:Raoul_Walsh	wd:Q72756
dbr:Carl_Theodor_Dreyer	wd:Q51127
dbr:Yousef_Al_u002D_Askari	wd:Q8059027
dbr:Rafiqun_Nabi	wd:Q7282700
dbr:Liaoning	wd:Q43934
dbr:Bernardine__u0028_film_u0029_	wd:Q4893822
dbr:Scandal_at_Scourie	wd:Q1540735
dbr:Fatos_Nano	wd:Q311596
dbr:Katherine_Jenkins	wd:Q272581
dbr:The_President_Vanishes__u0028_film_u0029_	wd:Q4844399
dbr:Thomas_Gomez	wd:Q363864
dbr:Hannie_Caulder	wd:Q489042
dbr:Slender_u003A__The_Arrival	wd:Q2264793
dbr:Debasement_Tapes	wd:Q18040201
dbr:Zomba_Group_of_Companies	wd:Q219112
dbr:Turn_It_Up__u0028_Pixie_Lott_song_u0029_	wd:Q847427
dbr:Party_Wire	wd:Q7140966
dbr:Gennaro_Righelli	wd:Q529380
dbr:Vakkalathu_Narayanankutty	wd:Q7909019
dbr:He_u0027_s_Too_Sexy_for_His_Fat	wd:Q2059244
dbr:P_u002E__Ramlee	wd:Q3058202
dbr:Spanish_Goat_Dancer	wd:Q7573220
dbr:Leiden	wd:Q43631
dbr:The_Story_of_G_u002E_I_u002E__Joe	wd:Q2033247
dbr:Oliver_Hardy	wd:Q72911
dbr:Darab_County	wd:Q1270527
dbr:The_Fight__u0028_Star_Trek_u003A__Voyager_u0029_	wd:Q7733795
dbr:Captain_Underpants_and_the_Attack_of_the_Talking_Toilets	wd:Q5036844
dbr:Conviction__u0028_2010_film_u0029_	wd:Q850276
dbr:Larry_Semon	wd:Q113814
dbr:Sri_Simhachala_Kshetra_Mahima	wd:Q7586270
dbr:Zoom__u0028_2006_film_u0029_	wd:Q220299
dbr:London_Broncos	wd:Q863469
dbr:Julius_Caesar__u0028_1953_film_u0029_	wd:Q734950
dbr:Find_the_Colour	wd:Q5449890
dbr:Anton_Lazarev	wd:Q533819
dbr:Blood_and_Vomit	wd:Q4927774
dbr:Looney_Tunes_u003A__Spotlight_Collection	wd:Q6675664
dbr:Barbershop_2_u003A__Back_in_Business	wd:Q807816
dbr:Joanne_Peters	wd:Q6206208
dbr:Farrah_Fawcett	wd:Q102341
dbr:Into_the_Nightlife	wd:Q1432450
dbr:Snatched	wd:Q3963084
dbr:The_Voice_of_the_Turtle__u0028_film_u0029_	wd:Q3202734
dbr:Throwdown__u0028_Glee_u0029_	wd:Q928050
dbr:Maha_Chor	wd:Q6732642
dbr:Yonkers_Joe	wd:Q8055085
dbr:United_National_Party	wd:Q1321770
dbr:Cinnamon_Girl	wd:Q225122
dbr:Menahem_Golan	wd:Q542003
dbr:Verona_Rag	wd:Q7922365
dbr:Phenomena__u0028_film_u0029_	wd:Q1474376
dbr:Blood_of_Ghastly_Horror	wd:Q4927830
dbr:City_of_Ghosts	wd:Q1094118
dbr:Captain_Lightfoot	wd:Q2937321
dbr:Martin_M_u00FC__u00FC_rsepp	wd:Q2322285
dbr:Ronnie_Lester	wd:Q2328853
dbr:Steven_C_u002E__Hebert	wd:Q7614532
dbr:Come_Back_Around	wd:Q5151088
dbr:Aaj_Ki_Awaaz	wd:Q4661299
dbr:Geoff_Pierson	wd:Q1372187
dbr:Tall_Tale__u0028_film_u0029_	wd:Q49006
