dbr:Hkamti_District	wd:Q15224287
dbr:Harry_and_Tonto	wd:Q1191093
dbr:Jarome_Iginla	wd:Q456708
dbr:A_Song_for_the_Lovers	wd:Q4659695
dbr:Dance_Dance_Revolution_Disney_Mix	wd:Q5215074
dbr:Spirits_of_the_Dead	wd:Q18415
dbr:Get_Up__u0028_50_Cent_song_u0029_	wd:Q1519925
dbr:Always__u0028_1989_film_u0029_	wd:Q449743
dbr:Kool_Keith	wd:Q1783775
dbr:Tender_Mercies	wd:Q1113987
dbr:David_Strickland	wd:Q1176760
dbr:We_Are_the_People__u0028_Feeder_song_u0029_	wd:Q7977389
dbr:Larry_Clark	wd:Q714496
dbr:Hama_Governorate	wd:Q232355
dbr:Macbeth__u0028_1948_film_u0029_	wd:Q2573008
dbr:Jardin_Au_Fou	wd:Q6159671
dbr:Karma_to_Burn__u0028_The_Waterboys_album_u0029_	wd:Q6372681
dbr:Kings_Go_Forth	wd:Q2060830
dbr:Grace_Jones	wd:Q450429
dbr:The_Girl_from_Missouri	wd:Q1753876
dbr:Paul__u0028_film_u0029_	wd:Q1164753
dbr:Populous__u0028_company_u0029_	wd:Q1082849
dbr:David_H_u002E__Goodman	wd:Q5234523
dbr:God_Sound	wd:Q5575964
dbr:George__u0025_22Gabby_u0025_22_Hayes	wd:Q1277973
dbr:Petr_Tenkr_u00E1_t	wd:Q609834
dbr:Ma_u0021___u0028_He_u0027_s_Making_Eyes_At_Me_u0029_	wd:Q6720567
dbr:The_Sphinx__u0028_1920_film_u0029_	wd:Q3824171
dbr:Gala_u021B_i	wd:Q170996
dbr:Soul_Men	wd:Q1122149
dbr:The_Shanghai_Story	wd:Q19363821
dbr:San_Bernardino_u002C__California	wd:Q486168
dbr:RenderWare	wd:Q1377750
dbr:Wouter_De_Vriendt	wd:Q2562437
dbr:LOC_Kargil	wd:Q2009584
dbr:PSI_u002D_Missing	wd:Q2698569
dbr:Overcome__u0028_Live_song_u0029_	wd:Q2199230
dbr:Charity_Ann	wd:Q19571238
dbr:Oleada	wd:Q537229
dbr:30_Rock	wd:Q189350
dbr:The_Prophecy	wd:Q1534001
dbr:Dead_Man_Down	wd:Q2741435
dbr:Frederick_Wilson	wd:Q5499132
dbr:Jeanne_L_u002E__Noble	wd:Q390768
dbr:Ralph_von_Rettberg	wd:Q7288340
dbr:Extant__u0028_TV_series_u0029_	wd:Q15072814
dbr:Let_It_Bleed__u0028_song_u0029_	wd:Q4994117
dbr:Antonio_Canales_Rosillo	wd:Q4776490
dbr:The_Soul_of_a_Man	wd:Q1749426
dbr:Robert_De_Niro_u0027_s_Waiting_u002E__u002E__u002E_	wd:Q7343457
dbr:North_Lanarkshire	wd:Q207111
dbr:Dennis_Hopson	wd:Q2331957
dbr:Cardiphonia	wd:Q5038744
dbr:Paul_van_Dyk	wd:Q77034
dbr:Simple_Machines_Forum	wd:Q1141743
dbr:Detective_Conan_u003A__Strategy_Above_the_Depths	wd:Q1207384
dbr:Lucio_Battisti	wd:Q469154
dbr:Chakkikotha_Chankaran	wd:Q5068360
dbr:Brian_Cox__u0028_actor_u0029_	wd:Q34975
dbr:Arizona_Coyotes	wd:Q206312
dbr:The_Green_Goddess__u0028_1930_film_u0029_	wd:Q827375
dbr:Scott_Shaw	wd:Q7437236
dbr:Got_That_Good__u0028_My_Bubble_Gum_u0029_	wd:Q5587679
dbr:Larry_Miller__u0028_basketball_u0029_	wd:Q591743
dbr:Lahore	wd:Q11739
dbr:Mutiny_on_the_Bounty__u0028_1935_film_u0029_	wd:Q329709
dbr:Houston_Texans	wd:Q223514
dbr:Viktor_Alexandrov	wd:Q453535
dbr:Gig_Young	wd:Q344758
dbr:Alive__u0028_Empire_of_the_Sun_song_u0029_	wd:Q13405765
dbr:Gee__u0028_Girls_u0027__Generation_song_u0029_	wd:Q7472918
dbr:Person_or_Persons_Unknown__u0028_novel_u0029_	wd:Q7170453
dbr:Vanity__u0028_1927_film_u0029_	wd:Q7915004
dbr:Ammavanu_Pattiya_Amali	wd:Q18353496
dbr:Brother_Bear	wd:Q215365
dbr:Khuda_Gawah	wd:Q6402794
dbr:Fran_u00E7_ois_Vannson	wd:Q3085979
dbr:Winged_Life	wd:Q4020388
dbr:License_to_Drive	wd:Q513411
dbr:Warlock__u0028_1959_film_u0029_	wd:Q1949548
dbr:Vadim_Krasnoslobodtsev	wd:Q2063190
dbr:Battle_of_Balikpapan__u0028_1942_u0029_	wd:Q610048
dbr:Frank_Skinner__u0028_composer_u0029_	wd:Q165686
dbr:Henry_Cornelius	wd:Q750768
dbr:John_J_u002E__Mescall	wd:Q1700581
dbr:Colorado_Avalanche	wd:Q206297
dbr:Dear_J__u0028_song_u0029_	wd:Q4202063
dbr:The_Red_Pony__u0028_1949_film_u0029_	wd:Q3225771
dbr:Rose_of_Cimarron__u0028_film_u0029_	wd:Q7368008
dbr:What_It_Takes__u0028_Aerosmith_song_u0029_	wd:Q625889
dbr:Looney_Tunes_Golden_Collection_u003A__Volume_2	wd:Q6675677
dbr:Achille_u002D_Ferdinand_Carrier	wd:Q4673693
dbr:Albert_S_u002E__Rogell	wd:Q2831529
dbr:Art_Lloyd	wd:Q2864545
dbr:Patrick_DesRochers	wd:Q552915
dbr:Wolf_Lake__u0028_film_u0029_	wd:Q473810
dbr:Mike_Carlson	wd:Q6846258
dbr:Boudewijn_Zenden	wd:Q271615
dbr:I_Don_u0027_t_Call_Him_Daddy	wd:Q5976853
dbr:Gader_Mousa	wd:Q5516336
dbr:The_Last_of_the_Famous_International_Playboys	wd:Q3987929
dbr:Royal_Trux	wd:Q2000109
dbr:As_Good_as_I_Once_Was	wd:Q4802878
dbr:Nothing_Lasts_u002E__u002E__u002E__But_Nothing_Is_Lost	wd:Q3209462
dbr:Dave_Berry__u0028_Canadian_football_u0029_	wd:Q18110409
dbr:Antz	wd:Q610502
dbr:Michael_Nyman	wd:Q313639
dbr:William_Shakespeare	wd:Q692
dbr:Malibu_u002C__California	wd:Q387047
dbr:Roman_Kukhtinov	wd:Q2164618
dbr:Jack_Conway__u0028_filmmaker_u0029_	wd:Q141673
dbr:Guadalajara	wd:Q9022
dbr:Quatermass_2	wd:Q1401797
dbr:Lay_Low__u0028_Snoop_Dogg_song_u0029_	wd:Q32632
dbr:Toivo_Suursoo	wd:Q948030
dbr:James_A_u002E__Williams	wd:Q6128317
dbr:Straight_Time	wd:Q1523648
dbr:Boss__u0028_TV_series_u0029_	wd:Q894496
dbr:Bridge_of_Spies__u0028_film_u0029_	wd:Q18067135
dbr:This_Week__u0028_album_u0029_	wd:Q7786368
dbr:South_Georgia_and_the_South_Sandwich_Islands	wd:Q35086
dbr:The_Wrath_of_God	wd:Q229552
dbr:Prelude_for_War	wd:Q7240076
dbr:Philip_MacDonald	wd:Q2568461
dbr:Adikkurippu	wd:Q4682780
dbr:Firstborn__u0028_1984_film_u0029_	wd:Q5454277
dbr:Captain_Kidd_u002C__Jr_u002E_	wd:Q251963
dbr:Viola_Kisses_Everybody	wd:Q4013791
dbr:Dream_House__u0028_film_u0029_	wd:Q2528642
dbr:The_Return_of_October	wd:Q7760419
dbr:Love_Is_All_Around	wd:Q480274
dbr:Enter_a_Murderer	wd:Q5380181
dbr:Hal__u0028_film_u0029_	wd:Q5640689
dbr:Gary_u002C__Indiana	wd:Q184116
dbr:Saathiya__u0028_film_u0029_	wd:Q1471937
dbr:Stephen_Murray__u0028_actor_u0029_	wd:Q7610067
dbr:Mondo_Amore	wd:Q6898739
dbr:The_Client__u0028_The_Office_u0029_	wd:Q7723376
dbr:Matador_Records	wd:Q1327994
dbr:The_Stranger_u0027_s_Hand	wd:Q3425306
dbr:Franz_Josef_Strauss	wd:Q44620
dbr:Robert_Chartoff	wd:Q721027
dbr:Cold_Rock_a_Party	wd:Q5142331
dbr:Psygnosis	wd:Q1933462
dbr:Joseph_Andrews__u0028_film_u0029_	wd:Q6281063
dbr:Cytherea__u0028_film_u0029_	wd:Q5201317
dbr:Deep_Down__u0028_song_u0029_	wd:Q3015508
dbr:Girl_in_the_Flower_Dress	wd:Q18150806
dbr:The_Ambidextrous_Universe	wd:Q5232230
dbr:Tolyatti	wd:Q1341
dbr:The_Passenger__u0028_1975_film_u0029_	wd:Q828725
dbr:Souank_u00E9_	wd:Q3491439
dbr:Flying_Swords_of_Dragon_Gate	wd:Q1090566
dbr:Without_Warning_u0021_	wd:Q8028245
dbr:Serhiy_Klymentiev	wd:Q977232
dbr:Sagara_Sangamam	wd:Q7395625
dbr:St_Paul_u0027_s_School_u002C__London	wd:Q1227526
dbr:Listen_to_Britain	wd:Q6646384
dbr:Steve_Byers	wd:Q577409
dbr:Jean_Cournoyer	wd:Q3171458
dbr:Halifax_u002C__Nova_Scotia	wd:Q2141
dbr:NPG_Records	wd:Q2333874
dbr:Caged_Heat	wd:Q541887
dbr:Tim_the_Tiny_Horse_at_Large	wd:Q7804548
dbr:Louis_Francis_Salzman	wd:Q6687197
dbr:Turn_u0021__Turn_u0021__Turn_u0021_	wd:Q1488986
dbr:Barrister	wd:Q808967
dbr:Bread_and_Circuses__u0028_Star_Trek_u003A__The_Original_Series_u0029_	wd:Q3487379
dbr:Devin_the_Dude	wd:Q1206920
dbr:Beethoven_u0027_s_Great_Love	wd:Q3548656
dbr:Pascual_Ortiz_Rubio	wd:Q455683
dbr:Civilization_IV_u003A__Warlords	wd:Q956306
dbr:Dede_Allen	wd:Q446083
dbr:Andrew_Peacock	wd:Q374949
dbr:N_u00E4_ssj_u00F6__Municipality	wd:Q505096
dbr:Io_e_mia_sorella	wd:Q3801153
dbr:Leslie_Bricusse	wd:Q1305608
dbr:Bill_Downs	wd:Q4908822
dbr:Jim_Belushi	wd:Q107933
dbr:Ripley_Under_Ground__u0028_film_u0029_	wd:Q570973
dbr:Belle_of_the_Nineties	wd:Q1755183
dbr:Elton_John	wd:Q2808
dbr:Best_Man_Wins	wd:Q4896735
dbr:New_York_Islanders	wd:Q194369
dbr:Meta__u0028_album_u0029_	wd:Q6822294
dbr:Vineeth	wd:Q277292
dbr:Signs_of_Life__u0028_1989_film_u0029_	wd:Q7513041
dbr:Karolinska_Institutet	wd:Q219564
dbr:If_She_Dies	wd:Q5990687
dbr:Hotel__u0028_1967_film_u0029_	wd:Q2396492
dbr:Pepi_u002C__Luci_u002C__Bom	wd:Q53669
dbr:Tailspin_Tommy__u0028_serial_u0029_	wd:Q7676136
dbr:Fellini_u003A__A_Director_u0027_s_Notebook	wd:Q18418
dbr:Tamaryn_Hendler	wd:Q1619502
dbr:For_the_Glory	wd:Q5467055
dbr:University_of_Iowa	wd:Q182973
dbr:Volfoss	wd:Q7940159
dbr:Deep_Throats	wd:Q4037135
dbr:The_Harassed_Hero	wd:Q7738835
dbr:Miroslav_Vardi_u0107_	wd:Q6874092
dbr:Saw_IV	wd:Q326319
dbr:Tulsa_Oilers	wd:Q2459566
dbr:Ian_Wallace__u0028_drummer_u0029_	wd:Q1864685
dbr:University_of_Surrey	wd:Q546976
dbr:Liev_Schreiber	wd:Q298368
dbr:Konsta_M_u00E4_kinen	wd:Q4354035
dbr:That_Certain_Woman	wd:Q2405025
dbr:Sergey_Betov	wd:Q15379633
dbr:Multiply__u0028_Xzibit_song_u0029_	wd:Q6935025
dbr:National_Party__u0028_South_Africa_u0029_	wd:Q740718
dbr:The_Light_at_the_Edge_of_the_World	wd:Q526272
dbr:Darlin_u0027___u0028_The_Beach_Boys_song_u0029_	wd:Q902148
dbr:Take_It_to_the_Head	wd:Q3514259
dbr:West_Lindsey	wd:Q253501
dbr:The_Man_with_the_Golden_Gun__u0028_film_u0029_	wd:Q309289
dbr:Palooka__u0028_film_u0029_	wd:Q3892826
dbr:Blowin_u0027__in_the_Wind	wd:Q640529
dbr:The_Skulls__u0028_film_u0029_	wd:Q83612
dbr:Battle_of_Midway	wd:Q173034
dbr:Fanfan_la_Tulipe	wd:Q1395528
dbr:Gharana__u0028_1989_film_u0029_	wd:Q12425234
dbr:Saint_u002D_Maur_u002D_des_u002D_Foss_u00E9_s	wd:Q193313
dbr:The_New_Power_Generation	wd:Q1757838
dbr:Phantom__u0028_2013_film_u0029_	wd:Q4297094
dbr:Pendulum__u0028_band_u0029_	wd:Q20672
dbr:Risto_Siltanen	wd:Q449404
dbr:Nobody_u0027_s_Fault_but_My_Own	wd:Q7045893
dbr:Antti_Miettinen	wd:Q609738
dbr:The_Old_Dark_House__u0028_1963_film_u0029_	wd:Q3417830
dbr:The_Waikiki_Widow	wd:Q7773197
dbr:Dennis_Dugan	wd:Q518868
dbr:Marith_Rebel_u002D_Volp	wd:Q15076137
dbr:Red_Riding_Hood__u0028_2011_film_u0029_	wd:Q815608
dbr:Cant_Get_There_from_Here	wd:Q3655604
dbr:Terry_Bailey	wd:Q3518883
dbr:Give_Me_Love__u0028_Give_Me_Peace_on_Earth_u0029_	wd:Q2663415
dbr:Roy_Orbison_Sings_Don_Gibson	wd:Q3282876
dbr:The_Jetsons	wd:Q457409
dbr:The_Devil_u0027_s_Maze	wd:Q7729929
dbr:Robert_Morley	wd:Q965379
dbr:Arjun_Pandit__u0028_1999_film_u0029_	wd:Q4791576
dbr:Order_of_the_Leech	wd:Q1767982
dbr:Mongols	wd:Q41975
dbr:Marilyn_Manson__u0028_band_u0029_	wd:Q485893
dbr:Mutz_Greenbaum	wd:Q89584
dbr:Loony_on_the_Bus	wd:Q3836721
dbr:Ramones	wd:Q483407
dbr:Thunder_in_the_East__u0028_film_u0029_	wd:Q3531643
dbr:Forget_Domani	wd:Q5469645
dbr:Tarkan_Mustafa	wd:Q10396872
dbr:Captain_Video_u003A__Master_of_the_Stratosphere	wd:Q2719168
dbr:Xak_II_u003A__Rising_of_the_Redmoon	wd:Q4357185
dbr:Dane_County_u002C__Wisconsin	wd:Q502200
dbr:Rettai_Jadai_Vayasu	wd:Q3429439
dbr:Dwayne_Barker	wd:Q5317975
dbr:Deep_Rising	wd:Q1146977
dbr:Let_u0027_s_Love_and_Laugh	wd:Q6532484
dbr:John_Goodman	wd:Q215072
dbr:Return_from_Witch_Mountain	wd:Q1925695
dbr:Anthony_Stewart__u0028_ice_hockey_u0029_	wd:Q574026
dbr:Aadyathe_Kanmani	wd:Q4661155
dbr:Sunset_Grill__u0028_film_u0029_	wd:Q3997235
dbr:Slave_of_Desire	wd:Q3211427
dbr:I_Wanna_Dance_with_You__u0028_song_u0029_	wd:Q5979354
dbr:E_u002E__1999_Eternal	wd:Q600363
dbr:Adam_Adamant_Lives_u0021_	wd:Q4678620
dbr:University_of_Glasgow	wd:Q192775
dbr:The_Road_to_Wellville__u0028_film_u0029_	wd:Q1999631
dbr:Alma_Reville	wd:Q203165
dbr:Hugh_de_Courtenay_u002C__2nd_Earl_of_Devon	wd:Q76884
dbr:Jeremy_Klein	wd:Q6181604
dbr:The_Face_of_Love__u0028_film_u0029_	wd:Q15046522
dbr:Ferdinand_II_of_the_Two_Sicilies	wd:Q332717
dbr:The_Little_Rascals__u0028_animated_TV_series_u0029_	wd:Q7747701
dbr:Veerasamy	wd:Q7918196
dbr:A_u002E__Vincent	wd:Q4648494
dbr:It_u0027_s_Forever_Springtime	wd:Q4025310
dbr:The_Mountain_Road	wd:Q2080706
dbr:Emmanuelle_Arsan	wd:Q239376
dbr:Christian_Brothers__u0028_film_u0029_	wd:Q5109360
dbr:Jim_Ware__u0028_basketball_u0029_	wd:Q3808385
dbr:Poonam_Dhillon	wd:Q3595934
dbr:The_Good_Wife	wd:Q19570
dbr:Honey__u0028_Ohio_Players_album_u0029_	wd:Q5893397
dbr:Get_Hard	wd:Q16250697
dbr:Bohol	wd:Q13752
dbr:Charleston_u002C__West_Virginia	wd:Q44564
dbr:Tim_Allen	wd:Q208408
dbr:The_Dragon_Tamers	wd:Q7730853
dbr:Put_That_Light_Out_u0021_	wd:Q7262106
dbr:The_Lady__u0028_2011_film_u0029_	wd:Q971941
dbr:X2__u0028_film_u0029_	wd:Q219776
dbr:Physics_for_Future_Presidents	wd:Q18388419
dbr:Fred_Rhodes	wd:Q5496136
dbr:Belden_Bly	wd:Q4882117
dbr:Frederick_Elmes	wd:Q1452873
dbr:Brideshead_Revisited__u0028_film_u0029_	wd:Q661141
dbr:Madea_u0027_s_Big_Happy_Family__u0028_film_u0029_	wd:Q6726798
dbr:The_Wife_of_the_Centaur	wd:Q3208693
dbr:1979__u0028_song_u0029_	wd:Q2733678
dbr:The_Chemical_Brothers	wd:Q208507
dbr:Ukamau	wd:Q3075704
dbr:Hanover_Street__u0028_film_u0029_	wd:Q645823
dbr:K_u002D_pop	wd:Q213665
dbr:James_FitzGerald	wd:Q6133918
dbr:Crazy_u002C__Stupid_u002C__Love	wd:Q519490
dbr:Payphone__u0028_song_u0029_	wd:Q738895
dbr:Political_Animals__u0028_miniseries_u0029_	wd:Q1392115
dbr:WZNT	wd:Q7958348
dbr:Duces__u0027_n_Trayz_u003A__The_Old_Fashioned_Way	wd:Q5311255
dbr:Quest_for_Camelot	wd:Q1764174
dbr:The_Snake_Pit	wd:Q659843
dbr:Angel_in_the_Night	wd:Q2849363
dbr:Sally__u0028_1925_film_u0029_	wd:Q3945640
dbr:Magic_Mike	wd:Q1197932
dbr:Huntington_u002C__West_Virginia	wd:Q241808
dbr:Merthyr_Tydfil	wd:Q752762
dbr:South_Shields	wd:Q279000
dbr:IBM	wd:Q37156
dbr:Our_Endless_Numbered_Days	wd:Q3887446
dbr:Sherman_Oaks_u002C__Los_Angeles	wd:Q1015874
dbr:Madigan_u0027_s_Millions	wd:Q4293556
dbr:The_Forbidden_Street	wd:Q7734743
dbr:Robert_Mitchum	wd:Q16472
dbr:Children_of_Divorce__u0028_1927_film_u0029_	wd:Q3790802
dbr:Heart__u0028_Glee_u0029_	wd:Q5223785
dbr:The_Chase__u0028_1966_film_u0029_	wd:Q942453
dbr:It_u0027_s_All_About_the_Benjamins	wd:Q6089737
dbr:Skin_and_Bones__u0028_song_u0029_	wd:Q3486292
dbr:White_Dog	wd:Q783461
dbr:Sam_Mercer	wd:Q369195
dbr:Reims	wd:Q41876
dbr:Amir_Johnson	wd:Q472044
dbr:Kosovan_parliamentary_election_u002C__2010	wd:Q175678
dbr:Green_Hell__u0028_film_u0029_	wd:Q1218571
dbr:Shirakawa_u002C__Fukushima	wd:Q750587
dbr:Ai_no_Baka	wd:Q2827752
dbr:Silent_Nation	wd:Q576352
dbr:Rock_Band_Reloaded	wd:Q7354283
dbr:Denise_Juneau	wd:Q5257693
dbr:After_Forever	wd:Q389008
dbr:The_Thing__u0028_2011_film_u0029_	wd:Q909749
dbr:Fanny_Ardant	wd:Q106349
dbr:Galina_Mityaeva	wd:Q5518671
dbr:The_Magician__u0028_1958_film_u0029_	wd:Q1078890
dbr:Guitar	wd:Q6607
dbr:Sciences_Po	wd:Q859363
dbr:Criminology__u0028_song_u0029_	wd:Q5185651
dbr:Khalid_Bakdash	wd:Q968674
dbr:George_W_u002E__Johnson__u0028_Minnesota_politician_u0029_	wd:Q5545660
dbr:Hove	wd:Q989616
dbr:Mosfilm	wd:Q141336
dbr:North_West_Frontier__u0028_film_u0029_	wd:Q909239
dbr:Shark_Bait	wd:Q562118
dbr:Elvis_Seveali_u0027_i	wd:Q3051855
dbr:Extremely_Loud_and_Incredibly_Close__u0028_film_u0029_	wd:Q918769
dbr:Cold_Souls	wd:Q4499335
dbr:Phone_Booth__u0028_film_u0029_	wd:Q465910
dbr:Tango_Tangles	wd:Q2445490
dbr:Edward_M_u002E__Carmouche	wd:Q16012392
dbr:Heart_and_Soul__u0028_1948_film_u0029_	wd:Q3699445
dbr:Pour_le_M_u00E9_rite	wd:Q156478
dbr:Bachelorette__u0028_film_u0029_	wd:Q604889
dbr:Gyumri	wd:Q199500
dbr:James_E_u002E__Kyes	wd:Q6133132
dbr:Kirchberg_u002C__Rhein_u002D_Hunsr_u00FC_ck	wd:Q632275
dbr:Blue_in_the_Face	wd:Q2478977
dbr:Black_Coffee__u0028_All_Saints_song_u0029_	wd:Q3626096
dbr:Andy_Barker_u002C__P_u002E_I_u002E_	wd:Q525261
dbr:Punchy_Cowpunchers	wd:Q7260013
dbr:Jimmy_Nail	wd:Q571816
dbr:I_Give_It_a_Year	wd:Q4981181
dbr:Escape__u0028_1940_film_u0029_	wd:Q4803890
dbr:Nino_Manfredi	wd:Q55456
dbr:Wendie_Malick	wd:Q956021
dbr:Binnie_Barnes	wd:Q447612
dbr:Heatseeker__u0028_song_u0029_	wd:Q2399459
dbr:Meritorious_Service_Medal__u0028_United_States_u0029_	wd:Q1760530
dbr:Lawn_Dogs	wd:Q609092
dbr:Solsbury_Hill__u0028_song_u0029_	wd:Q1808658
dbr:The_First_Legion	wd:Q18225128
dbr:Christopher_Musonda	wd:Q5112929
dbr:Gone_Baby_Gone	wd:Q247182
dbr:Mundo_Civilizado	wd:Q6935848
dbr:Hurlyburly__u0028_film_u0029_	wd:Q1413292
dbr:Patrick_Magee__u0028_actor_u0029_	wd:Q925310
dbr:Crockerella_philodice	wd:Q3139975
dbr:Pathanamthitta_district	wd:Q634935
dbr:Emotional_Rescue	wd:Q1130167
dbr:Country_Boy__u0028_Alan_Jackson_song_u0029_	wd:Q5177206
dbr:David_Arnold	wd:Q346285
dbr:Idrissa_Sylla	wd:Q3147932
dbr:Raymond_u002D_Max_Aubert	wd:Q3420616
dbr:Lloyd_Branson	wd:Q6662287
dbr:Showdown__u0028_1963_film_u0029_	wd:Q3793494
dbr:TVB_Jade	wd:Q3258605
dbr:Meryl_Streep	wd:Q873
dbr:Milas_Rural_District	wd:Q5682211
dbr:Review_of_Philosophy_and_Psychology	wd:Q7318382
dbr:Sal_of_Singapore	wd:Q2213722
dbr:Olaf_Seier	wd:Q118397
dbr:Shalini_Ente_Koottukari	wd:Q7487230
dbr:The_Spencer_Davis_Group	wd:Q1049145
dbr:Carmelo__u0028_given_name_u0029_	wd:Q1043555
dbr:The_Blue_Max	wd:Q1198381
dbr:Charles_Dickens	wd:Q5686
dbr:Ardakan_County	wd:Q1287822
dbr:Ed_Ta_u02BB_amu	wd:Q5335485
dbr:William_Fox__u0028_producer_u0029_	wd:Q134382
dbr:Georg_Henke	wd:Q1504699
dbr:HC_Neftekhimik_Nizhnekamsk	wd:Q1471247
dbr:The_Beach_Boys	wd:Q183048
dbr:Buddleja_madagascariensis	wd:Q2265513
dbr:We_u0027_ve_Never_Been_Licked	wd:Q7977188
dbr:Ajanabee__u0028_1974_film_u0029_	wd:Q4699916
dbr:Bad_Taste	wd:Q605204
dbr:The_Manager_and_the_Salesman	wd:Q7750153
dbr:Trombone	wd:Q8350
dbr:Alexandre_Boikov	wd:Q1333905
dbr:The_Naked_Gun_2_u00BD__u003A__The_Smell_of_Fear	wd:Q502979
dbr:Katherine_Stanhope_u002C__Countess_of_Chesterfield	wd:Q1026458
dbr:Dark_is_the_Moon	wd:Q5223518
dbr:The_Beautiful_Suit	wd:Q16239007
dbr:University_of_Warwick	wd:Q865528
dbr:Rebecca_Grinter	wd:Q11620
dbr:Pocket_Books	wd:Q7206385
dbr:Maurits_Binger	wd:Q2028728
dbr:The_Killers__u0028_1946_film_u0029_	wd:Q205321
dbr:Speak_of_the_Dead	wd:Q3966130
dbr:Ocean_u0027_s_11	wd:Q464933
dbr:The_1978_Annual_World_u0027_s_Best_SF	wd:Q7711786
dbr:XGRA_u003A__Extreme_G_Racing_Association	wd:Q2000588
dbr:Detroit_Rock_City__u0028_film_u0029_	wd:Q1304457
dbr:University_of_Sydney	wd:Q487556
dbr:My_New_Partner_II	wd:Q3433058
dbr:The_Country_Gentlemen	wd:Q1137218
dbr:Limitless__u0028_film_u0029_	wd:Q753517
dbr:Louis_F_u002E__Edelman	wd:Q3261862
dbr:Edith_Evanson	wd:Q3047626
dbr:Je_t_u0027_aime_m_u00E9_lancolie	wd:Q1612939
dbr:Sonic__u0026__All_u002D_Stars_Racing_Transformed	wd:Q2614466
dbr:Petomaniac	wd:Q3795112
dbr:Stay_with_Me__u0028_Sam_Smith_song_u0029_	wd:Q16326586
dbr:Cities_of_the_Philippines	wd:Q104157
dbr:King_Lear__u0028_1987_film_u0029_	wd:Q2707428
dbr:Who_Framed_Roger_Rabbit	wd:Q379873
dbr:Dick_Tracy__u0028_1990_film_u0029_	wd:Q1209853
dbr:Fight_Song__u0028_Rachel_Platten_song_u0029_	wd:Q20058596
dbr:Peter_Voulkos	wd:Q3376949
dbr:Wiesbaden	wd:Q1721
dbr:Chaahat__u0028_1996_film_u0029_	wd:Q1058193
dbr:Big_Gay_Al_u0027_s_Big_Gay_Boat_Ride	wd:Q1175681
dbr:The_Thousand_Eyes_of_Dr_u002E__Mabuse	wd:Q680573
dbr:German_submarine_U_u002D_877	wd:Q3552023
dbr:Mel_Brooks	wd:Q104266
dbr:Combat_Records	wd:Q1113541
dbr:Splash__u0028_Fashion_u0029_	wd:Q7578363
dbr:Dirk_Graham	wd:Q776011
dbr:Money_for_Speed	wd:Q12126240
dbr:Long_Lost_Friend__u0028_song_u0029_	wd:Q6672947
dbr:I_Won_u0027_t_Give_Up	wd:Q130646
