dbr:Ron_Howard	wd:Q103646
dbr:Glostrup_station	wd:Q2945351
dbr:Sooryavansham	wd:Q7562756
dbr:Saw__u0028_2004_film_u0029_	wd:Q486239
dbr:Fatal_Fury_2	wd:Q1152450
dbr:Jagathalaprathapan__u0028_1944_film_u0029_	wd:Q6122242
dbr:Fresno_u002C__California	wd:Q43301
dbr:A_Nightmare_on_Elm_Street_3_u003A__Dream_Warriors	wd:Q373362
dbr:Whammy_u0021__Push_Your_Luck	wd:Q7990591
dbr:Yahaan	wd:Q3571306
dbr:Herbert_Wilhelmy	wd:Q123513
dbr:Red_Hot_Catholic_Love	wd:Q838527
dbr:Jordan_Leopold	wd:Q239982
dbr:Gauri_Khan	wd:Q45870
dbr:Yogi_Bear__u0028_film_u0029_	wd:Q570271
dbr:The_Purple_Rose_of_Cairo	wd:Q912729
dbr:Abu_Mansur_Fulad_Sutun	wd:Q371378
dbr:Jus_Lyke_Compton	wd:Q6315542
dbr:David_Holmes__u0028_musician_u0029_	wd:Q1174756
dbr:The_Execution_of_Private_Slovik	wd:Q1257284
dbr:Unfair_2_u003A__The_Answer	wd:Q5360770
dbr:Mikhail_Zhukov__u0028_ice_hockey_u0029_	wd:Q196335
dbr:Leigh_Centurions	wd:Q3229159
dbr:LF__u0028_album_u0029_	wd:Q6457763
dbr:Snapper_Music	wd:Q748710
dbr:Last_Stop_on_the_Night_Train	wd:Q2052950
dbr:The_St_u002E__Valentine_u0027_s_Day_Massacre__u0028_film_u0029_	wd:Q2348659
dbr:Fatal_Hearts	wd:Q5437296
dbr:Rap_u002D_A_u002D_Lot_Records	wd:Q1971223
dbr:Ek_Bechara	wd:Q5350177
dbr:Henri_de_Raincourt	wd:Q3132361
dbr:Gelderland	wd:Q775
dbr:USA_Network	wd:Q248713
dbr:Carrol_Chandler	wd:Q5046495
dbr:Jazz__u002E__u002E__u002E_It_u0027_s_Magic_u0021_	wd:Q6168181
dbr:Carol_Burnett	wd:Q255565
dbr:Confessions__u0028_Breaking_Bad_u0029_	wd:Q16746198
dbr:Colby_Rasmus	wd:Q2982374
dbr:The_Protector__u0028_1985_film_u0029_	wd:Q267526
dbr:Scream__u0028_1996_film_u0029_	wd:Q27411
dbr:Aluminium_Hormozgan_F_u002E_C_u002E_	wd:Q2357162
dbr:The_Naked_Brothers_Band__u0028_TV_series_u0029_	wd:Q1199027
dbr:Jurassic_Park_III	wd:Q1102220
dbr:Robert_Taylor__u0028_actor_u0029_	wd:Q145132
dbr:Sankar_Kumar_Pal	wd:Q7418633
dbr:Infected_Mushroom	wd:Q548994
dbr:Used_Cars	wd:Q2363927
dbr:Just_Tryin_u0027__ta_Live	wd:Q6316396
dbr:Djurg_u00E5_rdens_IF_Hockey	wd:Q1232297
dbr:Glamorous_Glue	wd:Q3771882
dbr:That_u0027_s_Entertainment_u0021_	wd:Q3046393
dbr:My_Favorite_Martian__u0028_film_u0029_	wd:Q682191
dbr:Hampstead	wd:Q25610
dbr:Percy_u0027_s_Progress	wd:Q4815
dbr:The_Winter_Knights	wd:Q7775191
dbr:Home__u0028_2009_film_u0029_	wd:Q637087
dbr:The_Materassi_Sisters	wd:Q634974
dbr:Ibrahim_Tahini	wd:Q5984618
dbr:Thomas_S_u002E__Kleppe	wd:Q371315
dbr:Govinda__u0028_actor_u0029_	wd:Q1992008
dbr:Kiran_Kumar	wd:Q6414811
dbr:I_u002D_n_u002D_Azaoua	wd:Q5967743
dbr:Exodus__u0028_1960_film_u0029_	wd:Q1355901
dbr:Cantal	wd:Q3259
dbr:Half_Past_Dead	wd:Q697014
dbr:Live_u0021__at_the_Star_u002D_Club_in_Hamburg_u002C__Germany_u003B__1962	wd:Q1916894
dbr:Shania_Twain	wd:Q131433
dbr:Rusted_from_the_Rain	wd:Q7382465
dbr:Lancelot_and_Guinevere	wd:Q6483655
dbr:Charlottesville_u002C__Virginia	wd:Q123766
dbr:Hymns__u0028_Corey_Glover_album_u0029_	wd:Q5956810
dbr:Women_in_the_Wind	wd:Q8031581
dbr:Mission_u003A__Impossible__u0028_film_series_u0029_	wd:Q1356213
dbr:No_Leaf_Clover	wd:Q2463169
dbr:Chimmie_Fadden_Out_West	wd:Q508813
dbr:The_Rugrats_Movie	wd:Q857211
dbr:Jait_Re_Jait	wd:Q16249537
dbr:Bogach	wd:Q4937327
dbr:Newark_and_Sherwood	wd:Q637772
dbr:He_Is_Your_Brother	wd:Q2702279
dbr:William_Beaudine	wd:Q1365729
dbr:Accademia_della_Crusca	wd:Q338489
dbr:Arabian_Nights__u0028_1942_film_u0029_	wd:Q624055
dbr:Steven_Spielberg	wd:Q8877
dbr:3DO_Interactive_Multiplayer	wd:Q229429
dbr:Oh_u002C__Kay_u0021___u0028_film_u0029_	wd:Q3881259
dbr:Jean_Harlow	wd:Q105719
dbr:Lauren_Shuler_Donner	wd:Q469795
dbr:The_Passion_of_the_Christ	wd:Q51668
dbr:Chuck_Versus_the_Masquerade	wd:Q5115795
dbr:Slobo_Ilijevski	wd:Q7541128
dbr:Baba__u0028_2002_film_u0029_	wd:Q4837250
dbr:Oru_Indhiya_Kanavu	wd:Q12975913
dbr:John_Q_u002E_	wd:Q1141457
dbr:Stage_Struck__u0028_1958_film_u0029_	wd:Q3739910
dbr:Money_Won_u0027_t_Change_You	wd:Q6899207
dbr:The_Devil_u0027_s_Backbone	wd:Q1350521
dbr:Graham_Linehan	wd:Q947387
dbr:Kokuhaku_no_Funsui_Hiroba	wd:Q781872
dbr:Then_Sings_My_Soul__u0028_album_u0029_	wd:Q7781328
dbr:Robert_McKimson	wd:Q1063493
dbr:Tooker_Gomberg	wd:Q7824028
dbr:Maureen_Starkey_Tigrett	wd:Q2124432
dbr:Pomisli__u017E_elju	wd:Q7227335
dbr:The_Apostle	wd:Q619820
dbr:Zeenat_Aman	wd:Q184411
dbr:Chelyabinsk	wd:Q906
dbr:Jacob_van_Ruisdael	wd:Q213612
dbr:Gunasundari_Katha	wd:Q5618519
dbr:Lazarus__u0028_David_Bowie_song_u0029_	wd:Q21762398
dbr:King_Records__u0028_Japan_u0029_	wd:Q1328605
dbr:Maradona_by_Kusturica	wd:Q732436
dbr:A_Promise__u0028_2013_film_u0029_	wd:Q7633179
dbr:Brute_Force__u0028_1947_film_u0029_	wd:Q187686
dbr:My_Beautiful_Daughter	wd:Q3316527
dbr:KRMG__u0028_AM_u0029_	wd:Q6336873
dbr:Subhash_Ghai	wd:Q2475653
dbr:Walter_Slezak	wd:Q113328
dbr:Mickey__u0028_2004_film_u0029_	wd:Q6838574
dbr:Libble_Rabble	wd:Q6540403
dbr:Bernadette_Peters	wd:Q231391
dbr:Gary_Morris	wd:Q5525624
dbr:Ron_Goodwin	wd:Q1737949
dbr:Perfect_Day__u0028_1929_film_u0029_	wd:Q1142045
dbr:Tomoya_Inukai	wd:Q7820326
dbr:Matthew_Davies__u0028_footballer_u0029_	wd:Q16236722
dbr:Max_Weber	wd:Q9387
dbr:Paris__u0028_2008_film_u0029_	wd:Q1451948
dbr:Royal_Conservatoire_of_Scotland	wd:Q3446028
dbr:St_u002E__Martin_u0027_s_Press	wd:Q3445044
dbr:The_Conformist__u0028_film_u0029_	wd:Q1198812
dbr:Eddy_Offord	wd:Q987604
dbr:Esme_Percy	wd:Q5398505
dbr:Madhuri_Dixit	wd:Q232451
dbr:Kiss_Me_Again__u0028_1931_film_u0029_	wd:Q3197497
dbr:G_u002E_L_u002E_O_u002E_W_u002E_	wd:Q3325363
dbr:HC_Davos	wd:Q36921
dbr:The_Sea_of_Grass__u0028_film_u0029_	wd:Q1340626
dbr:Seek_Bromance	wd:Q2265094
dbr:George_Bancroft__u0028_actor_u0029_	wd:Q618616
dbr:Avalanche_Express	wd:Q1506746
dbr:Stuart_Metcalfe	wd:Q7626853
dbr:Northwest_Stampede	wd:Q13403311
dbr:Fashion_Pack	wd:Q5436748
dbr:Claretta_and_Ben	wd:Q3900007
dbr:Ry_u014D_ta_Murata	wd:Q58309
dbr:Oasis__u0028_band_u0029_	wd:Q382890
dbr:Learning_to_Fly__u0028_Pink_Floyd_song_u0029_	wd:Q770196
dbr:I_Wake_Up_Screaming	wd:Q2329874
dbr:Pat_O_u0027_Brien__u0028_actor_u0029_	wd:Q1790788
dbr:Cornflake_Girl	wd:Q1987116
dbr:The_Two_Sergeants__u0028_1951_film_u0029_	wd:Q3790768
dbr:Under_Heavy_Manners	wd:Q7883106
dbr:Dorothy_Sebastian	wd:Q274222
dbr:Blade_II	wd:Q159638
dbr:Future_Bound	wd:Q5510623
dbr:CyberWorld	wd:Q5197702
dbr:Una_bruna_indiavolata_u0021_	wd:Q373806
dbr:Susan_Hampshire	wd:Q435040
dbr:Bus_Stop__u0028_1956_film_u0029_	wd:Q547368
dbr:Factory_Girl__u0028_film_u0029_	wd:Q1365106
dbr:Neues_vom_Hexer	wd:Q1980455
dbr:Mr_u002E__Sandman	wd:Q931296
dbr:Rita_u002C__Sue_and_Bob_Too	wd:Q7336459
dbr:Cape_Fear__u0028_1962_film_u0029_	wd:Q529106
dbr:Water__u0028_1985_film_u0029_	wd:Q166554
dbr:Major_general	wd:Q157148
dbr:Play_Me	wd:Q7203044
dbr:One_Promise_Too_Late	wd:Q7093133
dbr:Pyotr_Aven	wd:Q2632148
dbr:Real_u002D_time_tactics	wd:Q2313710
dbr:Defstar_Records	wd:Q1072803
dbr:The_Hunchback_of_Rome	wd:Q489133
dbr:Ti_West	wd:Q3527989
dbr:As_We_Enter	wd:Q4803037
dbr:Oxford_University_Press	wd:Q217595
dbr:Paul_Flora	wd:Q877382
dbr:No_Down_Payment	wd:Q7044125
dbr:Heroes__u0028_TV_series_u0029_	wd:Q83401
dbr:Circle_of_Friends__u0028_1995_film_u0029_	wd:Q721415
dbr:Qoriniasi_Bale	wd:Q7268116
dbr:Fade_to_Grey__u0028_Jars_of_Clay_song_u0029_	wd:Q5429184
dbr:MercyMe	wd:Q952805
dbr:Kevin_Roy__u0028_ice_hockey_u0029_	wd:Q20745248
dbr:Afrika_Bambaataa	wd:Q316872
dbr:Seamus__u0028_song_u0029_	wd:Q194231
dbr:Two_for_the_Seesaw	wd:Q1815458
dbr:Singapore	wd:Q334
dbr:Of_Life_and_Love	wd:Q3020368
dbr:Brad_DeFauw	wd:Q4953887
dbr:Tina_Turner	wd:Q131814
dbr:Russell_Howard_u0027_s_Good_News	wd:Q7381571
dbr:Tony_Casillas	wd:Q4846804
dbr:Project_86	wd:Q3044061
dbr:Mstislav_Keldysh	wd:Q246497
dbr:Diego_Luna	wd:Q313044
dbr:Kendal	wd:Q994575
dbr:Georgetown_University	wd:Q333886
dbr:Lansing_u002C__Michigan	wd:Q28237
dbr:Hilal_Khashan	wd:Q5760763
dbr:Needing_u002F_Getting	wd:Q6986563
dbr:Eric_Tillman	wd:Q5387633
dbr:Kill_the_Messenger__u0028_2014_film_u0029_	wd:Q14523264
dbr:Ilkka_Heikkinen	wd:Q734987
dbr:The_Flying_Fool__u0028_1929_film_u0029_	wd:Q18389707
dbr:The_Family_Tree__u0028_2011_film_u0029_	wd:Q3986991
dbr:You_Turn_Me_On	wd:Q5454590
dbr:Charles_James_Faulkner	wd:Q1065023
dbr:Reginald_Beck	wd:Q3460896
dbr:I_u0027_d_Rather_Be_Rich	wd:Q5965544
dbr:Chennai	wd:Q1352
dbr:D_u00E9_j_u00E0__Vu__u0028_1985_film_u0029_	wd:Q5320221
dbr:M_u00FC_nster	wd:Q2742
dbr:Jagadish_Chandra_Bose	wd:Q314267
dbr:The_Wayward_Bus__u0028_film_u0029_	wd:Q1760956
dbr:Mark_of_the_Vampire	wd:Q1170898
dbr:Adam_Baldwin	wd:Q312161
dbr:Yelaung_u002C__Hsawlaw	wd:Q8051443
dbr:The_Swarm__u0028_film_u0029_	wd:Q1199715
dbr:HSQLDB	wd:Q669257
dbr:Aria__u0028_film_u0029_	wd:Q654154
dbr:Eddie__u0028_film_u0029_	wd:Q502876
dbr:MTV_Unplugged__u0028_Los_Tres_album_u0029_	wd:Q9024204
dbr:Pavel_Golovin	wd:Q3501167
dbr:Marcia_Gay_Harden	wd:Q228931
dbr:S_u002E_W_u002E_A_u002E_T_u002E___u0028_film_u0029_	wd:Q678775
dbr:Silver_Streak__u0028_film_u0029_	wd:Q501374
dbr:Fest_i_hela_huset	wd:Q2880800
dbr:La_Paz	wd:Q1491
dbr:Canton_of_Uri	wd:Q12404
dbr:Vijay_Anand__u0028_Hindi_film_maker_u0029_	wd:Q732416
dbr:All_I_Hear	wd:Q4728846
dbr:Tora_u002D_san_u0027_s_Lovesick	wd:Q7825303
dbr:Jacques_Haitkin	wd:Q1677993
dbr:Wayne_A_u002E__Downing	wd:Q4155287
dbr:Myrth_York	wd:Q13562480
dbr:You_Don_u0027_t_Mess_with_the_Zohan	wd:Q958417
dbr:Mushroom_Records	wd:Q2299832
dbr:Senta_Berger	wd:Q62310
dbr:Gloucester_Road_tube_station	wd:Q1431088
dbr:Wilfred_Lucas	wd:Q2477748
dbr:Dynamite__u0028_1929_film_u0029_	wd:Q1269007
dbr:The_Weight	wd:Q2734855
dbr:Krystyna_Radziwi_u0142__u0142_	wd:Q1703506
dbr:I_u0027_ll_Always_Know_What_You_Did_Last_Summer	wd:Q672248
dbr:Takeshi_Seyama	wd:Q1379022
dbr:Georgian_language	wd:Q8108
dbr:Contradiction__u0028_album_u0029_	wd:Q5165706
dbr:Aloft__u0028_film_u0029_	wd:Q15622628
dbr:Socialist_Unity_Party_of_Germany	wd:Q49750
dbr:Your_Studio_and_You	wd:Q4023088
dbr:Cammell_Laird	wd:Q1029631
dbr:Le_Petit_Monde_de_Don_Camillo	wd:Q1239024
dbr:Laid_Back	wd:Q504140
dbr:Terror_by_Night	wd:Q2651105
dbr:Shadow_Magic	wd:Q7460548
dbr:Charles_MacArthur	wd:Q983356
dbr:Queen__u0028_film_u0029_	wd:Q15907466
dbr:Joel_Silver	wd:Q539718
dbr:Krazy_Kripples	wd:Q725683
dbr:Emmanuel_Maurel	wd:Q3052795
dbr:M_u002E__Butterfly__u0028_film_u0029_	wd:Q1513195
dbr:Tere_Naam	wd:Q1109255
dbr:Non_me_lo_dire_u0021_	wd:Q3878071
dbr:Daylight__u0028_Maroon_5_song_u0029_	wd:Q1026453
dbr:Massu_Engira_Masilamani	wd:Q18127889
dbr:M_u002E__Prabhakar_Reddy	wd:Q6713016
dbr:A_Night_in_Old_Mexico	wd:Q15977407
dbr:Four_Flies_on_Grey_Velvet	wd:Q622201
dbr:Necessary_Roughness__u0028_TV_series_u0029_	wd:Q276849
dbr:Bedtime_Story__u0028_Madonna_song_u0029_	wd:Q2291771
dbr:Harry_Lennix	wd:Q608709
dbr:Elvis_Costello	wd:Q206939
dbr:Boles_u0142_aw_I_the_Brave	wd:Q53436
dbr:Stripes__u0028_film_u0029_	wd:Q174153
dbr:Beer_for_My_Horses__u0028_film_u0029_	wd:Q814072
dbr:Arya_Stark	wd:Q3624677
dbr:University_of_Tulsa	wd:Q1848657
dbr:Caron_Butler	wd:Q370268
dbr:The_Echo_Label	wd:Q7731485
dbr:TurboGrafx_u002D_16	wd:Q1057377
dbr:Keys_to_Ascension_2	wd:Q939300
dbr:Doctor_Zhivago__u0028_film_u0029_	wd:Q323827
dbr:Indiana_Jones_and_the_Last_Crusade	wd:Q185658
dbr:Behind_Office_Doors	wd:Q4880808
dbr:Rugby_union	wd:Q5849
dbr:Alonzo_Garcelon	wd:Q181258
dbr:Caspar_Neumann	wd:Q96611
dbr:Cat_Ballou	wd:Q76824
dbr:On_Your_Knees__u0028_Grace_Jones_song_u0029_	wd:Q7091219
dbr:Madison_u002C__Wisconsin	wd:Q43788
dbr:American_Broadcasting_Company	wd:Q169889
dbr:Kondura	wd:Q6429052
dbr:Destination_Fury	wd:Q21869289
dbr:Georgootty_C_u002F_O_Georgootty	wd:Q5548481
dbr:The_Wicker_Tree	wd:Q3523372
dbr:Claire_Denis	wd:Q238315
dbr:Going_Where_the_Lonely_Go__u0028_song_u0029_	wd:Q5577861
dbr:The_West_Wing	wd:Q3577037
dbr:Notorious__u0028_Duran_Duran_song_u0029_	wd:Q3878822
dbr:Kiss_of_Death__u0028_1947_film_u0029_	wd:Q1197547
dbr:Sergei_Bautin	wd:Q1369648
dbr:Ribeir_u00E3_o_Preto	wd:Q188892
dbr:The_Giant_of_Marathon	wd:Q1165301
dbr:Ralph_Eberhart	wd:Q2129564
dbr:Richard_Pryor	wd:Q294912
dbr:Inner_Senses	wd:Q13638153
dbr:Bandhe_Haath	wd:Q4854561
dbr:Broker_u002C__Lewis	wd:Q4973541
dbr:Silver_Linings_Playbook	wd:Q116845
dbr:Waking_Life	wd:Q300042
dbr:Butler_University	wd:Q1017974
dbr:The_Hangover_Part_III	wd:Q2708940
dbr:Double__u0028_BoA_song_u0029_	wd:Q489385
dbr:Relentless_3	wd:Q7310964
dbr:Piece_of_the_Sky	wd:Q3283405
dbr:A_Dangerous_Toy	wd:Q3548745
dbr:Antonio_Castro_Leal	wd:Q356245
dbr:Paix	wd:Q3360652
dbr:Lethal_Weapon_4	wd:Q429397
dbr:Jack_White	wd:Q272031
dbr:Paquisha_Canton	wd:Q1989440
dbr:Ascidiacea	wd:Q190090
dbr:Tarzan__u0026__Jane__u0028_song_u0029_	wd:Q7687011
dbr:Oh_u0021___u0028_Girls_u0027__Generation_album_u0029_	wd:Q483809
dbr:Chuck_Versus_the_First_Kill	wd:Q5115784
dbr:HC_MVD	wd:Q716858
dbr:Riddick__u0028_film_u0029_	wd:Q1960913
dbr:Serenade__u0028_1956_film_u0029_	wd:Q1057548
dbr:Street_Dreams__u0028_song_u0029_	wd:Q1115809
dbr:Pazhani__u0028_1965_film_u0029_	wd:Q19895062
dbr:Wish__u0028_2010_Janice_Vidal_album_u0029_	wd:Q8027522
dbr:I_Am_u002E__u002E__u002E___u0028_Ayumi_Hamasaki_album_u0029_	wd:Q595915
dbr:Moondawn	wd:Q1940249
dbr:Tokyo_Metropolitan_Television	wd:Q115146
dbr:Nero_Wolfe	wd:Q371774
dbr:Ek_Chadar_Maili_Si	wd:Q5350178
dbr:Wilma_Vaught	wd:Q8022682
dbr:Regular_Show	wd:Q82617
dbr:Dark_Blood	wd:Q950586
dbr:Emergency_u0021_	wd:Q1247463
dbr:The_Deceiver__u0028_film_u0029_	wd:Q3196811
dbr:Ali_Tayebnia	wd:Q5719915
dbr:Swell_Point	wd:Q375965
dbr:The_Works__u0028_Queen_album_u0029_	wd:Q224641
dbr:Gerald_Tsai	wd:Q5549634
dbr:Scary_Movie_2	wd:Q642501
dbr:Prashanth__u0028_actor_u0029_	wd:Q3534190
dbr:Lineman__u0028_gridiron_football_u0029_	wd:Q1060160
dbr:Cobra__u0028_1986_film_u0029_	wd:Q637290
dbr:Night_Is_Young	wd:Q2532890
dbr:Dinguiraye_Prefecture	wd:Q1226479
dbr:Good_Timin_u0027___u0028_The_Beach_Boys_song_u0029_	wd:Q5583032
dbr:The_Big_Hangover	wd:Q571371
dbr:Sudesi	wd:Q7633714
dbr:Explorations__u0028_Louis_Bellson_album_u0029_	wd:Q5421338
dbr:Passion__u0028_Utada_Hikaru_song_u0029_	wd:Q740836
dbr:When_the_Evening_Bells_Ring__u0028_1951_film_u0029_	wd:Q1484033
dbr:We_Begin	wd:Q7977417
dbr:H_u00E9_las_pour_moi	wd:Q3144621
dbr:Bill_Clement	wd:Q360238
dbr:Herbert_Wilcox	wd:Q167521
dbr:Tha_Crossroads	wd:Q2553608
dbr:Two_Evil_Eyes	wd:Q2118787
dbr:F_u00ED_sica_o_Qu_u00ED_mica	wd:Q649097
dbr:August_u003A__Osage_County__u0028_film_u0029_	wd:Q4055443
dbr:Once_in_a_Blue_Moon__u0028_song_u0029_	wd:Q7091924
dbr:Riz_Ortolani	wd:Q288217
dbr:Philippine_u2013_American_War	wd:Q214456
dbr:Larry_Drew	wd:Q1658960
dbr:Andy_Hunter__u0028_DJ_u0029_	wd:Q1854083
dbr:Nolan_Smith	wd:Q2469598
dbr:Saul_Winstein	wd:Q7427356
dbr:Bo_Arne_Vibenius	wd:Q2907487
dbr:Andrei_Zubarev	wd:Q502544
dbr:Bradford	wd:Q22905
dbr:The_Promiseland	wd:Q7758562
dbr:FK_Sutjeska_Nik_u0161_i_u0107_	wd:Q431139
dbr:Bodawpaya	wd:Q796571
dbr:Neil_Gaiman	wd:Q210059
dbr:South_Moravian_Region	wd:Q192697
dbr:The_Heretic_u0027_s_Apprentice	wd:Q7739444
dbr:Home_for_the_Holidays__u0028_film_u0029_	wd:Q1395242
dbr:Sophie_Dessus	wd:Q2482453
dbr:D_u00FC_sseldorf	wd:Q1718
dbr:A_Scanner_Darkly__u0028_film_u0029_	wd:Q300547
dbr:Recess_u003A__School_u0027_s_Out	wd:Q969270
dbr:History_of_the_World_u002C__Part_I	wd:Q1471230
dbr:G_u00FC_nther_Heydemann	wd:Q4497080
dbr:Like_Father_u002C__Like_Son__u0028_Birdman_and_Lil_Wayne_album_u0029_	wd:Q2438264
dbr:Fran_u00E7_ois_de_Pierrefeu	wd:Q3086289
dbr:Kendrick_Lamar	wd:Q130798
dbr:K_u002D_PAX__u0028_film_u0029_	wd:Q315664
dbr:Kenny_Rogers	wd:Q217160
dbr:Machado_de_Assis	wd:Q311145
dbr:Ryan_Reynolds	wd:Q192682
dbr:Hanoi_Rocks	wd:Q1428813
dbr:Cattle_Annie_and_Little_Britches	wd:Q540142
dbr:Battle_for_Terra	wd:Q2298194
dbr:Curb_Records	wd:Q3699593
dbr:Love_u002C__Reign_o_u0027_er_Me	wd:Q2531425
dbr:Come_Back_to_Me__u0028_Utada_Hikaru_song_u0029_	wd:Q2699188
dbr:Take_a_Bow__u0028_Madonna_song_u0029_	wd:Q2263965
dbr:Jared_Leto	wd:Q484523
dbr:Harley_Davidson_and_the_Marlboro_Man	wd:Q1585546
dbr:Wild_Orchids__u0028_film_u0029_	wd:Q728555
dbr:Dave__u0028_film_u0029_	wd:Q539658
dbr:Bernhard_Sartor	wd:Q4894230
dbr:Kevin_Penny	wd:Q6397231
dbr:Darius_Johnson_u002D_Odom	wd:Q48860
dbr:The_Way_of_All_Men	wd:Q12129089
dbr:No_Matter_What_Sign_You_Are	wd:Q2716547
dbr:Renault_25	wd:Q215715
dbr:John_Zorn	wd:Q298726
dbr:Richard_Wilhelm__u0028_sinologist_u0029_	wd:Q62126
dbr:Guru__u0028_1980_film_u0029_	wd:Q5620323
dbr:A_King_in_New_York	wd:Q1068968
dbr:Tabriz	wd:Q80053
dbr:Jamie_Ellis	wd:Q6146878
dbr:Blur__u0028_band_u0029_	wd:Q485820
dbr:The_Left_Hand_of_God	wd:Q473491
dbr:Simugale	wd:Q7521277
dbr:A_Walk_with_Love_and_Death	wd:Q186490
dbr:Matvei_Zakharov	wd:Q48102
dbr:Il_Boom	wd:Q1110092
dbr:Jean_Fouchard	wd:Q3172069
dbr:Sons_of_the_Pioneers__u0028_film_u0029_	wd:Q13423951
dbr:Tora_u002D_san_u002C__the_Expert	wd:Q7825317
dbr:George_Bowen__u0028_rugby_player_u0029_	wd:Q3101435
dbr:Robert_McClelland__u0028_American_politician_u0029_	wd:Q283369
dbr:Frank_Zappa	wd:Q127330
dbr:Kshatriya__u0028_film_u0029_	wd:Q6440779
dbr:George_Augustus_King	wd:Q5536499
dbr:Kneep	wd:Q6421916
dbr:Dermot_Mulroney	wd:Q363386
dbr:Cluj_u002D_Napoca	wd:Q100188
dbr:The_American_Soldier	wd:Q25600
dbr:Steven_Soderbergh	wd:Q103917
dbr:The_Benny_Goodman_Story	wd:Q2248334
dbr:The_Stars_Look_Down__u0028_film_u0029_	wd:Q995363
dbr:A_Better_Tomorrow_3	wd:Q751064
dbr:Roc_u002D_A_u002D_Fella_Records	wd:Q1153032
dbr:William_LeBaron	wd:Q782154
dbr:Muthu__u0028_1995_film_u0029_	wd:Q3523295
dbr:Lawrence_E_u002E__Meyers	wd:Q18738811
dbr:Marvin_Hamlisch	wd:Q337206
