dbr:Julian_Melchiori	wd:Q6307383
dbr:Ieronim_Yasinsky	wd:Q3260645
dbr:Jack_Straw__u0028_1920_film_u0029_	wd:Q6115373
dbr:Pier_Paolo_Pasolini	wd:Q25120
dbr:S_u00E9_bastien_Caron	wd:Q949644
dbr:City_of_Lost_Souls__u0028_novel_u0029_	wd:Q5770821
dbr:Money_to_Burn__u0028_song_u0029_	wd:Q6899297
dbr:Red_Rover__u0028_film_u0029_	wd:Q7304973
dbr:Alexis_Goodlooking_and_the_Case_of_the_Missing_Whisky	wd:Q4721455
dbr:Nizom_Sangov	wd:Q7042273
dbr:Merci_la_vie	wd:Q1406108
dbr:Stay_Sick_u0021_	wd:Q3497716
dbr:The_Effect_of_Gamma_Rays_on_Man_u002D_in_u002D_the_u002D_Moon_Marigolds__u0028_film_u0029_	wd:Q2349035
dbr:Westminster	wd:Q189960
dbr:Darius__u0028_video_game_u0029_	wd:Q374820
dbr:The_Perfect_Man	wd:Q1474655
dbr:Osaka	wd:Q35765
dbr:How_I_Live_Now	wd:Q5917807
dbr:Gorilla__u0028_James_Taylor_album_u0029_	wd:Q943151
dbr:Bedtime_Stories__u0028_film_u0029_	wd:Q726464
dbr:Eugenio_Co_u0219_eriu	wd:Q126460
dbr:Ecstasy__u0028_ATB_song_u0029_	wd:Q5333943
dbr:8_u00BD_	wd:Q12018
dbr:Bye_Bye_Blackbird__u0028_Keith_Jarrett_album_u0029_	wd:Q5004017
dbr:Charles_Wilson__u0028_rugby_player_u0029_	wd:Q18386875
dbr:Visitors__u0028_Buffy_novel_u0029_	wd:Q7936341
dbr:Something_from_Nothing_u003A__The_Art_of_Rap	wd:Q3985698
dbr:Vain_Glory_Opera	wd:Q1188439
dbr:No_Sleeep	wd:Q20648169
dbr:Christopher_Tsai	wd:Q19899421
dbr:Rishi_Kapoor	wd:Q258820
dbr:Jumanji__u0028_picture_book_u0029_	wd:Q2738156
dbr:The_Man_in_the_Raincoat	wd:Q3203803
dbr:Akhiyon_Se_Goli_Maare	wd:Q4700753
dbr:Krish__u0028_director_u0029_	wd:Q6437322
dbr:Ring_of_Fear__u0028_film_u0029_	wd:Q7334786
dbr:Doraemon_u003A__Nobita_u0027_s_Diary_of_the_Creation_of_the_World	wd:Q1309576
dbr:Do_It_u0021__Now__u0028_Morning_Musume_song_u0029_	wd:Q1137299
dbr:Iza_u002C__Now_u0021_	wd:Q2759562
dbr:The_Tra_u002D_La_Days_Are_Over	wd:Q7769823
dbr:Paul_Klee	wd:Q44007
dbr:Virginia_Bruce	wd:Q242462
dbr:Klaus_von_Dohn_u00E1_nyi	wd:Q62673
dbr:10th__u0026__Wolf	wd:Q1785876
dbr:Ice_Cream_Man__u0028_film_u0029_	wd:Q972154
dbr:Michel_V_u00E1_zquez	wd:Q466545
dbr:Wieland_Wagner	wd:Q60465
dbr:Fellini_u0027_s_Casanova	wd:Q18429
dbr:Human_Jerky	wd:Q5937247
dbr:The_Half_u002D_Naked_Truth	wd:Q7738646
dbr:Atamyrat_District	wd:Q4072007
dbr:Peugeot_605	wd:Q825790
dbr:I_Believe_You_Liar	wd:Q5976282
dbr:Mouna_Ragam	wd:Q3534607
dbr:Koba_u002D_Tatema	wd:Q6424240
dbr:Three_Sappy_People	wd:Q7797781
dbr:Republican_Party_of_Iowa	wd:Q7314655
dbr:King_Records__u0028_United_States_u0029_	wd:Q1742077
dbr:Masquerade__u0028_1988_film_u0029_	wd:Q1784284
dbr:The_Scarlet_Letter__u0028_1995_film_u0029_	wd:Q617942
dbr:Burlington_u002C__Vermont	wd:Q31058
dbr:Rogue__u0028_company_u0029_	wd:Q1404450
dbr:Father_of_the_Bride__u0028_1991_film_u0029_	wd:Q2566505
dbr:Edna_Purviance	wd:Q235313
dbr:The_Care_Bears_Movie	wd:Q2546045
dbr:Protestantism	wd:Q23540
dbr:The_Cursed_Medallion	wd:Q3794607
dbr:Michal_Bro_u0161_	wd:Q674242
dbr:Super_Trouper__u0028_album_u0029_	wd:Q832452
dbr:Ralph_Meeker	wd:Q1370520
dbr:Destry_Rides_Again__u0028_album_u0029_	wd:Q5265430
dbr:Lost_Souls__u0028_Dean_Koontz_novel_u0029_	wd:Q6684252
dbr:The_Spanish_Main	wd:Q2268591
dbr:The_Wistful_Widow_of_Wagon_Gap	wd:Q3824771
dbr:The_White_Devil__u0028_film_u0029_	wd:Q3793785
dbr:L_u0027_Aquila	wd:Q3476
dbr:Samuel_L_u002E__Jackson	wd:Q172678
dbr:Miracles__u0028_TV_series_u0029_	wd:Q2291892
dbr:Madame_Curie__u0028_film_u0029_	wd:Q621716
dbr:Taylor_Hawkins	wd:Q312395
dbr:The_Black_Stallion__u0028_film_u0029_	wd:Q2300266
dbr:All_Because_of_You__u0028_Puffy_song_u0029_	wd:Q3272722
dbr:Robb_Stark	wd:Q13634884
dbr:The_Gazebo	wd:Q3281512
dbr:Ghouls__u0027_n_Ghosts	wd:Q1315653
dbr:Avittam_Thirunaal_Aarogya_Sriman	wd:Q4829016
dbr:Robert_Chambers__u0028_publisher_born_1802_u0029_	wd:Q515008
dbr:The_Colony__u0028_1996_film_u0029_	wd:Q7726823
dbr:Rajkumar__u0028_actor_u0029_	wd:Q984634
dbr:John_Franklyn_Mars	wd:Q1278705
dbr:City_Heat	wd:Q282372
dbr:End_of_Me__u0028_Apocalyptica_song_u0029_	wd:Q5375839
dbr:Strangers_on_a_Train__u0028_film_u0029_	wd:Q499639
dbr:Vacation__u0028_Connie_Francis_song_u0029_	wd:Q7907896
dbr:Rhythm_in_the_Air	wd:Q7321950
dbr:IFC_Films	wd:Q2910457
dbr:Sassoumbroum	wd:Q2225806
dbr:Full_Moon_in_Blue_Water	wd:Q5508112
dbr:Guardian_War	wd:Q5614076
dbr:The_Wicked_Lady__u0028_1983_film_u0029_	wd:Q465939
dbr:Lil_u0027__Kim	wd:Q229379
dbr:Shine_On_u002C__Harvest_Moon__u0028_1944_film_u0029_	wd:Q3204891
dbr:Nine_in_the_Afternoon	wd:Q2721953
dbr:Bud_Grant	wd:Q970476
dbr:Romantic_Ukare_Mode	wd:Q2714613
dbr:Enrique_Iglesias	wd:Q47122
dbr:Hollywood_Canteen__u0028_film_u0029_	wd:Q261550
dbr:Fatty_u0027_s_Debut	wd:Q5437977
dbr:Those_Were_the_Days__u0028_1997_film_u0029_	wd:Q7796864
dbr:Change_of_Sex	wd:Q3302313
dbr:The_Rains_of_Castamere	wd:Q13416849
dbr:Km_3	wd:Q10314532
dbr:Giovanni_Garzoni	wd:Q1526138
dbr:The_Ballad_of_Tom_Jones	wd:Q7715443
dbr:Severstal_Cherepovets	wd:Q1422185
dbr:Riders_of_the_Storm_u003A__The_Underwater_Album	wd:Q7332647
dbr:Celebrity_Scissorhands	wd:Q5057761
dbr:Tehran	wd:Q3616
dbr:Tora_u002D_san_Loves_an_Artist	wd:Q7825326
dbr:Bahamut_Lagoon	wd:Q2604921
dbr:Salzburg	wd:Q34713
dbr:Gustaf_Kossinna	wd:Q63224
dbr:You_u0027_ll_See	wd:Q1193897
dbr:Deep_Purple	wd:Q101505
dbr:Stepan_Shaumian	wd:Q466144
dbr:The_Chronicles_of_Narnia_u003A__Prince_Caspian	wd:Q222023
dbr:Dan_Hedaya	wd:Q724804
dbr:Oru_Katha_Oru_Nunakkatha	wd:Q7105124
dbr:Captain_from_Castile	wd:Q1194145
dbr:The_King_of_Fighters_2000	wd:Q1072003
dbr:R_u002E__B_u002E__Bennett	wd:Q128641
dbr:The_Damned_United	wd:Q1153505
dbr:Gilan_Province	wd:Q928828
dbr:Bikini_Beach	wd:Q604860
dbr:Lord_Snow	wd:Q2707812
dbr:A_Misplaced_Foot	wd:Q4658296
dbr:Javier_Bardem	wd:Q134895
dbr:Belle_Femme	wd:Q3276541
dbr:Guy_McCrone	wd:Q5622456
dbr:Deewana_Mastana	wd:Q492170
dbr:Michael_Parks	wd:Q525318
dbr:Khud_u002D_Daar	wd:Q6402785
dbr:Fortune_Favors_the_Brave__u0028_film_u0029_	wd:Q16636733
dbr:Larry_J_u002E__Franco	wd:Q521038
dbr:Spring_Parade__u0028_1934_film_u0029_	wd:Q19896140
dbr:Manikya_Chempazhukka	wd:Q18809329
dbr:Chuck_Versus_the_First_Date	wd:Q5115782
dbr:Devil_Inside__u0028_Utada_Hikaru_song_u0029_	wd:Q1076851
dbr:The_Magnificent_Ferengi	wd:Q7749576
dbr:Leo_Gorcey	wd:Q2560665
dbr:Stella_Stevens	wd:Q253553
dbr:Room_at_the_Top__u0028_1959_film_u0029_	wd:Q617997
dbr:_u015E_ehrazat	wd:Q388757
dbr:Luciano_Tovoli	wd:Q1859330
dbr:Fires_at_Midnight	wd:Q934477
dbr:Hometown_Story	wd:Q15538603
dbr:Roughly_Speaking__u0028_film_u0029_	wd:Q1306354
dbr:The_Dead_Girl	wd:Q1180805
dbr:Vimodrone__u0028_Milan_Metro_u0029_	wd:Q3559341
dbr:Ipswich	wd:Q184775
dbr:Damian_Marley	wd:Q310796
dbr:Springtime_for_the_World	wd:Q3967278
dbr:John_Volz	wd:Q6262074
dbr:James_Cameron	wd:Q42574
dbr:Brett_Ratner	wd:Q319204
dbr:Benaam__u0028_1974_film_u0029_	wd:Q4886782
dbr:The_Long_Gray_Line	wd:Q1639875
dbr:Mike_McHugh	wd:Q1718903
dbr:The_Super_Spy	wd:Q7767469
dbr:You_u0027_ll_Like_My_Mother	wd:Q8056455
dbr:Irving_Thalberg	wd:Q438472
dbr:Amarillo_u002C__Texas	wd:Q51691
dbr:W_u002E_E_u002E_	wd:Q1235550
dbr:Armenian_Revolutionary_Federation	wd:Q318657
dbr:The_Godfather_Saga	wd:Q1196157
dbr:Victor_Sj_u00F6_str_u00F6_m	wd:Q55170
dbr:Hangzhou	wd:Q4970
dbr:Battle_and_Romance	wd:Q901740
dbr:Sodom_and_Gomorrah__u0028_1962_film_u0029_	wd:Q657006
dbr:PixelJunk_Shooter	wd:Q3018234
dbr:John_Cox__u0028_sound_engineer_u0029_	wd:Q2655224
dbr:Washington_u002C__D_u002E_C_u002E_	wd:Q61
dbr:Don_Doko_Don_2	wd:Q5292528
dbr:Abed_u0027_s_Uncontrollable_Christmas	wd:Q4666466
dbr:Wolf__u0028_Hugh_Cornwell_album_u0029_	wd:Q3569646
dbr:Lightning_Bolt__u0028_song_u0029_	wd:Q2598520
dbr:Mikael_Salomon	wd:Q487069
dbr:4_for_Texas	wd:Q249931
dbr:Ain_u0027_t_Sayin_u0027__Nothin_u0027_	wd:Q4697292
dbr:A_Brief_History_of_Time__u0028_film_u0029_	wd:Q1962105
dbr:Naseeb__u0028_1981_film_u0029_	wd:Q6966659
dbr:Black_Dahlia__u0028_video_game_u0029_	wd:Q4920619
dbr:Criminal_Nature__u0028_The_Outer_Limits_u0029_	wd:Q5185594
dbr:Demolition__u0028_The_Young_Ones_u0029_	wd:Q5256163
dbr:Three_Witnesses__u0028_book_u0029_	wd:Q3927032
dbr:Torso__u0028_1973_film_u0029_	wd:Q1216651
dbr:London_Borough_of_Barnet	wd:Q151048
dbr:Aankhon_Aankhon_Mein	wd:Q4661598
dbr:Leni_Riefenstahl	wd:Q55415
dbr:Variety__u0028_1935_film_u0029_	wd:Q7915873
dbr:Relangi_Venkata_Ramaiah	wd:Q7310681
dbr:Sign__u0028_Flow_song_u0029_	wd:Q3960348
dbr:Caddyshack_II	wd:Q1025096
dbr:Brian_O_u0027_Nolan	wd:Q469093
dbr:Thais__u0028_1917_film_u0029_	wd:Q7709287
dbr:Krrish	wd:Q1076823
dbr:The_Man_in_the_Bear	wd:Q4508540
dbr:Six_of_a_Kind	wd:Q586789
dbr:Khabarovsk	wd:Q4454
dbr:Price_to_Play	wd:Q3911370
dbr:Deb_Carson	wd:Q5247762
dbr:Star_Spangled_Salesman	wd:Q7600908
dbr:Faith_Hill	wd:Q464241
dbr:The_Brass_Bottle__u0028_1964_film_u0029_	wd:Q7719854
dbr:A_u002E__Edward_Sutherland	wd:Q278657
dbr:The_Enchanted_Cottage__u0028_1945_film_u0029_	wd:Q1343114
dbr:The_Devil_u0027_s_Brigade__u0028_film_u0029_	wd:Q1216724
dbr:Perfume_u003A__The_Story_of_a_Murderer__u0028_film_u0029_	wd:Q164813
dbr:George_Berham_Parr	wd:Q5536923
dbr:Live_at_Largo	wd:Q6656169
dbr:Paul_M_u002E__Hebert_Law_Center	wd:Q7152118
dbr:Berkeley_Earth	wd:Q765461
dbr:Mr_u002E__Denton_on_Doomsday	wd:Q2634018
dbr:Dexter_u0027_s_Laboratory	wd:Q904733
dbr:These_Are_the_Days_of_Our_Lives	wd:Q847905
dbr:My_So_u002D_Called_Life	wd:Q1161822
dbr:When_Ladies_Meet__u0028_1941_film_u0029_	wd:Q1479652
dbr:Ivan_Go_u0161_njak	wd:Q1282930
dbr:The_Bride_of_Glomdal	wd:Q1758842
dbr:Everyone_Says_I_Love_You	wd:Q1334572
dbr:Boogie_Nights	wd:Q291170
dbr:Death_or_Glory_u0025_3F__u0028_album_u0029_	wd:Q3704330
dbr:Manchi_Kutumbam	wd:Q6747599
dbr:Jonathan_Groff	wd:Q556644
dbr:The_Cop__u0028_1928_film_u0029_	wd:Q1315787
dbr:New_Order	wd:Q214990
dbr:Cesar_Romero	wd:Q443585
dbr:Chinnabbayi	wd:Q5101154
dbr:The_Men_u0027_s_Club	wd:Q4305892
dbr:Last_Pair_Out	wd:Q3485336
dbr:Ben_Obomanu	wd:Q2896187
dbr:Everyone__u0028_Olympics_song_u0029_	wd:Q5417873
dbr:Dirty_Wars	wd:Q5281110
dbr:Elizabeth_Pe_u00F1_a	wd:Q262267
dbr:Night_Fishing__u0028_film_u0029_	wd:Q10979291
dbr:Michael_Cristofer	wd:Q503452
dbr:Martin_Walsh__u0028_film_editor_u0029_	wd:Q974615
dbr:_u0110_or_u0111_e_Milo_u0161_evi_u0107_	wd:Q19364793
dbr:Tales_from_the_Hood	wd:Q3980396
dbr:Leyton_F_u002E_C_u002E_	wd:Q6538141
dbr:Murray_MacLaren	wd:Q3328204
dbr:Open_Field	wd:Q7096028
dbr:Jesse_James__u0028_Clay_Walker_song_u0029_	wd:Q6186479
dbr:Dhanwan__u0028_1993_film_u0029_	wd:Q3025693
dbr:Carl_u002D_Gunnar_Wing_u00E5_rd	wd:Q4994083
dbr:There_u0027_s_Something_About_Paulie	wd:Q2059288
dbr:I_Feel_It_All	wd:Q3147086
dbr:J_u00E1_n_La_u0161__u00E1_k	wd:Q944178
dbr:Pablo_Records	wd:Q1809823
dbr:Crockerella	wd:Q3176529
dbr:Gregg_Araki	wd:Q708899
dbr:If_I_Were_King__u0028_1920_film_u0029_	wd:Q5990538
dbr:Apocalyptica	wd:Q484421
dbr:Dmitry_Sergeyevich_Gusev	wd:Q4152682
dbr:Blood_Wedding__u0028_1941_film_u0029_	wd:Q3879149
dbr:Broderick_Crawford	wd:Q182349
dbr:Mushroomhead	wd:Q936659
dbr:Chris_Cross__u0028_Family_Guy_u0029_	wd:Q5106311
dbr:Link_u00F6_pings_HC	wd:Q1422769
dbr:Mr_u002E__Young	wd:Q2696960
dbr:September_Affair	wd:Q1823902
dbr:John_Everett_Millais	wd:Q159606
dbr:The_Byrds_u0027__Greatest_Hits_Volume_II	wd:Q7720840
dbr:Angelo_Bollano	wd:Q1447786
dbr:George_Horse_Capture	wd:Q5540745
dbr:Beau_Brummell__u0028_film_u0029_	wd:Q2065363
dbr:Marcus_Stock	wd:Q18048100
dbr:Michael_Cobbins	wd:Q21191021
dbr:Saturday__u0028_Basshunter_song_u0029_	wd:Q2918615
dbr:Extreme_Measures	wd:Q1385542
dbr:Laser_Beam_u002F_Kasuka_na_Kaori	wd:Q2466764
dbr:Bang_the_Drum_Slowly__u0028_film_u0029_	wd:Q1171445
dbr:Pudhiya_Mugam	wd:Q7258335
dbr:Narrow_Margin	wd:Q605845
dbr:Targets	wd:Q852162
dbr:Avex_Group	wd:Q790686
dbr:Bright_Side_of_the_Road	wd:Q4967483
dbr:Cassette_single	wd:Q3246734
dbr:Suraj_Ka_Satvan_Ghoda	wd:Q7645326
dbr:Ki_u002F_oon_Music	wd:Q1072828
dbr:Oridathoru_Postman	wd:Q7102239
dbr:Jos_u00E9__Bonet_Solves	wd:Q20154626
dbr:Odd_Thomas__u0028_film_u0029_	wd:Q2329403
dbr:Intimacy__u0028_film_u0029_	wd:Q76827
dbr:Jamie_Storr	wd:Q1681424
dbr:Gabriel_Carlsson	wd:Q19518796
dbr:Dil_Aashna_Hai	wd:Q1183244
dbr:Beast_Busters	wd:Q4876845
dbr:Outer_Space_Jitters	wd:Q7112014
dbr:Gianluca_Pozzi	wd:Q959217
dbr:Baft_County	wd:Q1287748
dbr:Saajan	wd:Q174454
dbr:Gordon_Smith__u0028_rugby_league_u0029_	wd:Q5585838
dbr:Moi_u002E__u002E__u002E__Lolita	wd:Q26402
dbr:Nacho_Libre	wd:Q909767
dbr:Andha_Yudh	wd:Q4754315
dbr:Digne_u002D_les_u002D_Bains	wd:Q181306
dbr:Harold_Hopkins__u0028_physicist_u0029_	wd:Q301656
dbr:Veendum_Chila_Veettukaryangal	wd:Q7918087
dbr:The_Wildest_Dream	wd:Q7774950
dbr:Sanjay_Dutt	wd:Q310867
dbr:Bill_Woggon	wd:Q4911409
dbr:Edward_Quayle__u0028_sea_captain_u0029_	wd:Q20877240
dbr:Futurama_u003A__Into_the_Wild_Green_Yonder	wd:Q1259032
dbr:Martin_Mooney	wd:Q6776211
dbr:Rod_La_Rocque	wd:Q2696164
dbr:Daud__u0028_film_u0029_	wd:Q5227836
dbr:Who_u0027_s_That_Woman_u0025_3F__u0028_Desperate_Housewives_u0029_	wd:Q721481
dbr:Ray_Tracers	wd:Q7298207
dbr:Dave_Chappelle_u0027_s_Block_Party	wd:Q627346
dbr:Martin_Hoke	wd:Q6775698
dbr:Act_of_Love__u0028_1980_film_u0029_	wd:Q4419094
dbr:Constantin_Brun	wd:Q3378493
dbr:Nasty_Girl__u0028_Destiny_u0027_s_Child_song_u0029_	wd:Q2571921
dbr:Get_Back__u0028_Ludacris_song_u0029_	wd:Q1147490
dbr:Nani_Nani	wd:Q3335658
dbr:Rob_Leone	wd:Q7340306
dbr:Everybody_Hurts	wd:Q2287361
dbr:S_u00E3_o_Paulo	wd:Q174
dbr:Utopia__u0028_American_band_u0029_	wd:Q1601575
dbr:Hossein_Amini	wd:Q1371315
dbr:Lee_Joon_u002D_gi	wd:Q130947
dbr:City_on_the_Edge_of_Forever	wd:Q389486
dbr:Mark_Mowers	wd:Q943420
dbr:Gary_Cooper__u0028_rugby_league_u0029_	wd:Q5524891
dbr:Boogie_with_Stu	wd:Q4942890
dbr:Formicinae	wd:Q119691
dbr:American_English	wd:Q7976
dbr:Lloyd_Bridges	wd:Q317817
dbr:Bill_Duke	wd:Q722312
dbr:Ahren_Spylo	wd:Q402683
dbr:The_Counselor	wd:Q3061599
dbr:Cadillac_u002C__Cadillac	wd:Q18416603
dbr:Taipei	wd:Q1867
dbr:Problem_Dog	wd:Q7246949
dbr:Royal_Navy	wd:Q172771
dbr:Let_u0027_s_Kill_Uncle	wd:Q3416427
dbr:Veettuku_Veedu	wd:Q18210113
dbr:Story_of_a_Love_Affair	wd:Q2222439
dbr:Welcome_Back__u0028_film_u0029_	wd:Q16255287
dbr:Marek_Zagrapan	wd:Q113409
dbr:The_Seashores_of_Old_Mexico	wd:Q7762855
dbr:George_Darwin	wd:Q325016
dbr:Live_Together_u002C__Die_Alone	wd:Q1048595
dbr:Night_Trap__u0028_film_u0029_	wd:Q7033542
dbr:Boom_Boom_Pow	wd:Q755176
dbr:Kelly_Malveaux	wd:Q6386175
dbr:The_Warrior_and_the_Sorceress	wd:Q7773603
dbr:Baba_Jan_u002C__East_Azerbaijan	wd:Q5836182
dbr:The_Horrible_Truth_About_Burma	wd:Q7740303
dbr:Edgar_the_Peaceful	wd:Q192925
dbr:Advanced_Introduction_to_Finality	wd:Q16746101
dbr:Kalicharan	wd:Q6352529
dbr:October_Films	wd:Q3880776
dbr:Hayat_Al_u002D_Fahad	wd:Q12209738
dbr:A_Time_to_Sing	wd:Q4660179
dbr:Mohabat_Ka_Paigham	wd:Q6890793
dbr:Rise_Up__u0028_Cypress_Hill_song_u0029_	wd:Q7335912
dbr:Seven_Angry_Men	wd:Q7457174
dbr:Spike_Lee	wd:Q51566
dbr:Lane_Carson	wd:Q6485355
dbr:William_Hunter__u0028_Senator_u0029_	wd:Q2579380
dbr:Cities_of_Japan	wd:Q494721
dbr:Labour_of_Lust	wd:Q6467562
dbr:Frank_Roy	wd:Q480033
dbr:A_Grand_Night_for_Singing	wd:Q4657144
dbr:Heris_County	wd:Q1289695
dbr:Derwyn_Shea	wd:Q5263380
dbr:Piriri_to_Yuk_u014D__u0021_	wd:Q2401896
dbr:Priest_of_Love	wd:Q7242893
dbr:The_Secret_of_Annexe_3	wd:Q7763124
dbr:Shizuoka_Prefecture	wd:Q131320
dbr:Illuminations__u0028_Buffy_Sainte_u002D_Marie_album_u0029_	wd:Q6000384
dbr:PlayStation__u0028_console_u0029_	wd:Q10677
dbr:Don_u0027_t_Touch_the_White_Woman_u0021_	wd:Q829365
dbr:Alexei_Tertyshny	wd:Q464087
dbr:Santa_Rosa_u002C__California	wd:Q212991
dbr:Olympique_Noisy_u002D_le_u002D_Sec	wd:Q3351693
dbr:The_Lord_of_the_Rings_Online_u003A__Rise_of_Isengard	wd:Q2106978
dbr:Nuvve_Nuvve	wd:Q7070650
dbr:KT_Tunstall	wd:Q230601
dbr:Kim_Seung_u002D_il__u0028_footballer_u0029_	wd:Q1304290
dbr:The_Betrothed__u0028_1941_film_u0029_	wd:Q3791182
dbr:Mike_Millar	wd:Q1933347
dbr:Power_Cut	wd:Q7236298
dbr:Assassination_of_a_High_School_President	wd:Q739440
dbr:Gnathostomata	wd:Q26214
dbr:Vallavan	wd:Q7911839
dbr:Art_Students_League_of_New_York	wd:Q705737
dbr:Street_Law__u0028_film_u0029_	wd:Q2610296
dbr:Personal_Business__u0028_album_u0029_	wd:Q5391210
dbr:Danger__u2013__Love_at_Work	wd:Q2064708
dbr:Aligarh_Muslim_University	wd:Q196544
dbr:The_Silence_of_the_Lambs__u0028_film_u0029_	wd:Q133654
dbr:Cindy_Cowan	wd:Q5120506
dbr:Anyone_Can_Play_Guitar	wd:Q2075547
dbr:School_Daze	wd:Q2278739
dbr:Eduard_Koschwitz	wd:Q90936
dbr:L_u00E9_o_Ferr_u00E9_	wd:Q320146
dbr:Porta_Venezia__u0028_Milan_Metro_u0029_	wd:Q936357
dbr:Flubber__u0028_film_u0029_	wd:Q1325217
dbr:Richard_A_u002E__Brualdi	wd:Q1446517
dbr:You_Can_Depend_on_Me__u0028_Restless_Heart_song_u0029_	wd:Q8057091
dbr:J_u002E__A_u002E__C_u002E__Redford	wd:Q3156775
dbr:Minions_Paradise	wd:Q19795250
dbr:The_Adapted_Mind	wd:Q7712354
dbr:No_Way_Out__u0028_1987_film_u0029_	wd:Q1473878
dbr:Nil_by_Mouth__u0028_film_u0029_	wd:Q1518031
dbr:Pandu_Havaldar	wd:Q7130751
dbr:Craig_Ehlo	wd:Q2520223
dbr:Altels	wd:Q436536
dbr:Vacation__u0028_The_Go_u002D_Go_u0027_s_song_u0029_	wd:Q7907898
dbr:Aaron_Peterson	wd:Q4662325
dbr:I_Don_u0027_t_Depend_on_You	wd:Q3100969
dbr:English_people	wd:Q42406
dbr:Niccol_u00F2__Albergati	wd:Q717720
dbr:Everything_and_More__u0028_Billy_Gilman_album_u0029_	wd:Q5418131
dbr:Cantons_of_Ecuador	wd:Q1724017
dbr:Mukesh__u0028_actor_u0029_	wd:Q277422
dbr:Nadeenadanmare_Avasyamundu	wd:Q18378956
dbr:Heaven__u0026__Earth__u0028_1993_film_u0029_	wd:Q244876
dbr:44th_Street_Suite	wd:Q4638096
dbr:Scopula_ferrilineata	wd:Q7434718
dbr:Bad_Reputation__u0028_Glee_u0029_	wd:Q2981287
dbr:Gustavo_Ay_u00F3_n	wd:Q580031
dbr:Edward_Maitland	wd:Q328622
dbr:H_u002E__P_u002E__Lovecraft_u0027_s_Dreams_in_the_Witch_u002D_House	wd:Q13424690
dbr:Maxim_Spiridonov	wd:Q959945
dbr:Mike_Fountain	wd:Q1933157
dbr:A_Boy_in_a_Tree	wd:Q4279587
dbr:A_Weekend_in_the_Country	wd:Q987984
dbr:Ee_Sabdam_Innathe_Sabdam	wd:Q5347015
dbr:Honor_u00E9__Mercier_III	wd:Q5897117
